OBJECT_NAME,NORAD_CAT_ID,COUNTRY_CODE,LAUNCH_DATE,PERIOD,INCLINATION,APOAPSIS,PERIAPSIS,RCS_SIZE,DECAY_DATE,sensor_type,Detailed Purpose
GRUS-1D,47936,JPN,2021-03-22,96.088,97.5419,580.14,562.169,MEDIUM,,EO,Optical Imaging
ICEYE-X12,48914,FIN,2021-06-30,87.977,97.61,180.99,167.726,MEDIUM,2025-01-22,SAR,Radar Imaging (SAR)
ICEYE-X13,48916,FIN,2021-06-30,87.431,97.6122,150.445,144.013,MEDIUM,2025-11-24,SAR,Radar Imaging (SAR)
ICEYE-X15,48917,FIN,2021-06-30,87.769,97.6213,170.572,157.495,MEDIUM,2025-08-13,SAR,Radar Imaging (SAR)
ICEYE-X11,48918,FIN,2021-06-30,90.624,97.6359,307.513,302.769,MEDIUM,,SAR,Radar Imaging (SAR)
OBJECT B,49004,PRC,2021-07-03,87.954,97.3092,179.164,167.246,MEDIUM,2025-11-28,EO,Optical Imaging
OBJECT C,49005,PRC,2021-07-03,88.152,97.2829,188.665,177.415,MEDIUM,2026-03-08,EO,Optical Imaging
OBJECT D,49006,PRC,2021-07-03,87.241,97.269,144.604,130.868,MEDIUM,2026-04-22,EO,Optical Imaging
JILIN-01 GAOFEN 2D,49256,PRC,2021-09-27,95.341,97.6449,557.437,512.748,LARGE,,EO,Optical Imaging
JILIN-01 GAOFEN 2F,49338,PRC,2021-10-27,95.52,97.667,555.981,531.453,LARGE,,EO,Optical Imaging
TEVEL 6,50999,ISRA,2022-01-13,87.58,97.3365,164.264,145.005,SMALL,2024-07-19,EO,Subsurface Imaging
ICEYE-X16,51008,FIN,2022-01-13,87.521,97.3464,159.401,143.935,MEDIUM,2024-09-16,SAR,Radar Imaging (SAR)
ICEYE-X14,51070,US,2022-01-13,87.569,97.2904,160.131,148.005,MEDIUM,2026-01-06,SAR,Radar Imaging (SAR)
OBJECT K,51833,PRC,2022-02-27,87.807,97.3798,174.641,157.2,MEDIUM,2025-06-10,EO,Optical Imaging
OBJECT L,51834,PRC,2022-02-27,88.369,97.3534,200.201,187.408,MEDIUM,2026-04-05,EO,Optical Imaging
OBJECT M,51835,PRC,2022-02-27,87.312,97.3515,151.011,131.571,MEDIUM,2026-04-30,EO,Optical Imaging
OBJECT N,51836,PRC,2022-02-27,87.612,97.4016,163.709,148.773,MEDIUM,2024-11-05,EO,Optical Imaging
OBJECT P,51837,PRC,2022-02-27,87.285,97.3859,147.643,132.271,MEDIUM,2024-09-07,EO,Optical Imaging
OBJECT Q,51838,PRC,2022-02-27,87.278,97.386,149.546,129.62,MEDIUM,2025-08-24,EO,Optical Imaging
OBJECT R,51839,PRC,2022-02-27,90.205,97.3626,289.033,280.049,MEDIUM,,EO,Optical Imaging
OBJECT S,51840,PRC,2022-02-27,87.201,97.3405,143.999,127.528,MEDIUM,2026-05-01,EO,Optical Imaging
OBJECT T,51841,PRC,2022-02-27,90.135,97.3631,285.958,276.225,MEDIUM,,EO,Optical Imaging
JILIN-01 GAOFEN 3D 4,52389,PRC,2022-04-30,87.895,97.4853,178.788,161.729,MEDIUM,2026-05-03,EO,Optical Imaging
JILIN-01 GAOFEN 3D 5,52390,PRC,2022-04-30,87.439,97.4814,154.47,140.774,MEDIUM,2026-04-23,EO,Optical Imaging
JILIN-01 GAOFEN 3D 6,52391,PRC,2022-04-30,87.644,97.5003,166.26,149.403,MEDIUM,2026-05-01,EO,Optical Imaging
JILIN-01 GAOFEN 3D 7,52392,PRC,2022-04-30,87.673,97.4708,165.267,153.277,MEDIUM,2026-01-25,EO,Optical Imaging
ICEYE-X18,52749,BRAZ,2022-05-25,87.53,97.5453,159.747,144.49,MEDIUM,2025-03-14,SAR,Radar Imaging
ICEYE-X24,52755,US,2022-05-25,87.364,97.5386,150.278,137.51,MEDIUM,2024-12-17,SAR,Radar Imaging
ICEYE-X19,52758,BRAZ,2022-05-25,87.645,97.5319,165.527,150.169,MEDIUM,2025-03-08,SAR,Radar Imaging
ICEYE-X20,52759,FIN,2022-05-25,88.819,97.5862,218.829,213.405,MEDIUM,2025-10-17,SAR,Radar Imaging
ICEYE-X17,52762,US,2022-05-25,87.675,97.5609,168.729,149.933,MEDIUM,2025-08-08,SAR,Radar Imaging
FLOCK 4Y 24,55020,US,2023-01-03,87.827,97.3401,175.528,158.259,MEDIUM,2025-09-21,EO,Optical Imaging
FLOCK 4Y 32,55021,US,2023-01-03,88.131,97.3428,192.721,171.31,MEDIUM,2025-07-12,EO,Optical Imaging
FLOCK 4Y 22,55022,US,2023-01-03,88.013,97.3342,185.063,167.228,MEDIUM,2025-10-04,EO,Optical Imaging
FLOCK 4Y 18,55023,US,2023-01-03,88.771,97.3338,222.079,205.392,MEDIUM,2025-09-22,EO,Optical Imaging
FLOCK 4Y 30,55025,US,2023-01-03,88.006,97.3522,185.756,165.789,MEDIUM,2025-07-29,EO,Optical Imaging
FLOCK 4Y 19,55026,US,2023-01-03,88.584,97.3788,210.236,198.683,SMALL,2024-10-30,EO,Optical Imaging
FLOCK 4Y 25,55027,US,2023-01-03,88.209,97.3266,194.332,177.39,MEDIUM,2025-08-24,EO,Optical Imaging
FLOCK 4Y 5,55028,US,2023-01-03,87.74,97.3437,172.687,152.453,SMALL,2025-08-23,EO,Optical Imaging
FLOCK 4Y 29,55030,US,2023-01-03,87.887,97.3398,179.318,160.408,MEDIUM,2025-05-13,EO,Optical Imaging
FLOCK 4Y 17,55031,US,2023-01-03,87.921,97.3374,181.616,161.566,MEDIUM,2025-07-12,EO,Optical Imaging
FLOCK 4Y 7,55032,US,2023-01-03,87.662,97.3344,166.627,150.731,MEDIUM,2025-10-16,EO,Optical Imaging
FLOCK 4Y 28,55033,US,2023-01-03,88.125,97.367,187.135,176.219,MEDIUM,2025-02-12,EO,Optical Imaging
FLOCK 4Y 3,55035,US,2023-01-03,87.833,97.3836,170.867,163.537,MEDIUM,2024-11-26,EO,Optical Imaging
FLOCK 4Y 16,55040,US,2023-01-03,87.52,97.3385,163.516,139.732,SMALL,2025-06-28,EO,Optical Imaging
FLOCK 4Y 33,55042,US,2023-01-03,88.517,97.3363,210.394,191.914,SMALL,2025-09-24,EO,Optical Imaging
ICEYE-X21,55049,FIN,2023-01-03,90.329,97.3251,293.835,287.438,MEDIUM,,SAR,Radar Imaging
EOSSAT-1,55053,SAFR,2023-01-03,93.917,97.325,472.048,460.09,MEDIUM,,EO,Multispectral Imaging
FLOCK 4Y 4,55055,US,2023-01-03,87.611,97.34,162.834,149.464,MEDIUM,2025-03-08,EO,Optical Imaging
FLOCK 4Y 35,55057,US,2023-01-03,87.637,97.3351,170.378,144.533,MEDIUM,2025-06-24,EO,Optical Imaging
ICEYE-X27,55062,US,2023-01-03,88.445,97.3286,201.829,193.29,MEDIUM,2025-11-15,SAR,Radar Imaging
FLOCK 4Y 20,55063,US,2023-01-03,88.694,97.3415,218.651,201.16,SMALL,2025-09-13,EO,Optical Imaging
FLOCK 4Y 6,55066,US,2023-01-03,87.716,97.3547,172.426,150.353,SMALL,2025-07-01,EO,Optical Imaging
FLOCK 4Y 15,55068,US,2023-01-03,87.991,97.3448,183.78,166.326,MEDIUM,2025-09-19,EO,Optical Imaging
FLOCK 4Y 9,55069,US,2023-01-03,87.837,97.3544,176.176,158.66,MEDIUM,2025-05-06,EO,Optical Imaging
FLOCK 4Y 26,55070,US,2023-01-03,88.309,97.3455,201.911,179.735,MEDIUM,2025-07-29,EO,Optical Imaging
FLOCK 4Y 8,55071,US,2023-01-03,88.123,97.3416,190.632,172.582,SMALL,2025-05-06,EO,Optical Imaging
FLOCK 4Y 2,55074,US,2023-01-03,88.281,97.3338,198.353,180.518,MEDIUM,2025-09-24,EO,Optical Imaging
FLOCK 4Y 31,55075,US,2023-01-03,87.8,97.3778,175.286,155.878,MEDIUM,2024-09-10,EO,Optical Imaging
FLOCK 4Y 21,55077,US,2023-01-03,88.52,97.3519,210.09,192.501,MEDIUM,2025-09-21,EO,Optical Imaging
FLOCK 4Y 36,55078,US,2023-01-03,87.488,97.3295,162.258,137.867,MEDIUM,2025-06-28,EO,Optical Imaging
FLOCK 4Y 23,55080,US,2023-01-03,89.067,97.3474,237.951,218.775,MEDIUM,2025-06-24,EO,Optical Imaging
FLOCK 4Y 34,55082,US,2023-01-03,87.416,97.3311,158.336,134.64,MEDIUM,2025-08-03,EO,Optical Imaging
FLOCK 4Y 27,55083,US,2023-01-03,87.608,97.3471,166.176,145.878,MEDIUM,2025-06-12,EO,Optical Imaging
OBJECT A,56153,PRC,2023-03-30,95.094,97.5016,524.316,521.923,LARGE,,SAR,Radar Imaging
OBJECT B,56154,PRC,2023-03-30,95.094,97.4989,524.214,522.023,LARGE,,SAR,Radar Imaging
OBJECT C,56155,PRC,2023-03-30,95.094,97.5016,524.29,521.949,LARGE,,SAR,Radar Imaging
OBJECT D,56156,PRC,2023-03-30,95.094,97.5031,524.059,522.173,LARGE,,SAR,Radar Imaging
GHOST-1,56195,US,2023-04-15,87.684,97.2749,165.288,154.354,MEDIUM,2026-05-05,EO,Hyperspectral Imaging
GHOST-2,56197,US,2023-04-15,87.379,97.2907,149.392,139.869,MEDIUM,,EO,Hyperspectral Imaging
KOMPSAT 2,29268,SKOR,2006-07-28,98.318,97.8304,688.747,667.723,LARGE,,EO,Optical Imaging
TERRA SAR X,31698,GER,2007-06-15,94.79,97.446,509.692,507.123,LARGE,,SAR,Radar Imaging
RADARSAT 2,32382,CA,2007-12-14,100.701,98.5781,792.734,790.852,LARGE,,SAR,Radar Imaging
KOMPSAT 3,38338,SKOR,2012-05-17,98.483,98.1156,689.662,682.639,LARGE,,EO,Optical Imaging
SPOT 6,38755,FR,2012-09-09,98.729,98.2125,698.796,696.965,LARGE,,EO,Optical Imaging
PLEIADES 1B,39019,FR,2012-12-02,98.729,98.1948,698.837,696.945,LARGE,,EO,Optical Imaging
RESURS P1,39186,CIS,2013-06-25,87.147,96.956,138.235,127.882,LARGE,2024-11-18,EO,Optical Imaging
KOMPSAT 5,39227,SKOR,2013-08-22,95.713,97.6207,554.702,551.378,LARGE,,SAR,Radar Imaging
SKYSAT 1,39418,US,2013-11-21,95.188,97.3831,543.387,511.953,MEDIUM,,EO,Optical Imaging
SPOT 7,40053,AZER,2014-06-30,98.567,98.0637,691.076,689.261,LARGE,,EO,Optical Imaging
SKYSAT 2,40072,US,2014-07-08,96.778,98.3823,608.57,600.149,MEDIUM,,EO,Optical Imaging
RESURS P2,40360,CIS,2014-12-26,87.171,97.0926,139.736,128.851,LARGE,2025-02-12,EO,Optical Imaging/Automatic Identification System (AIS)
KOMPSAT 3A,40536,SKOR,2015-03-25,92.744,97.6892,446.239,371.704,LARGE,,EO,Optical Imaging
JILIN 1,40961,PRC,2015-10-07,97.422,97.6509,647.145,623.465,LARGE,,EO,Optical Imaging
TELEOS 1,41169,SING,2015-12-16,88.218,14.982,186.832,185.829,LARGE,2025-06-27,EO,Optical Imaging
SKYSAT C1,41601,US,2016-06-22,93.763,96.958,461.618,455.593,MEDIUM,,EO,Optical Imaging
SKYSAT C4,41771,US,2016-09-16,93.045,96.9189,425.3,422.024,MEDIUM,,EO,Optical Imaging
SKYSAT C5,41772,US,2016-09-16,93.871,97.0487,466.645,460.989,MEDIUM,,EO,Optical Imaging
SKYSAT C2,41773,US,2016-09-16,93.423,97.0182,445.343,438.796,MEDIUM,,EO,Optical Imaging
SKYSAT C3,41774,US,2016-09-16,92.827,96.9038,414.895,411.099,MEDIUM,,EO,Optical Imaging
SUPERVIEW-1 01,41907,PRC,2016-12-28,87.399,97.395,153.308,137.918,LARGE,2025-01-15,EO,Optical Imaging
SUPERVIEW-1 02,41908,PRC,2016-12-28,87.372,97.2096,149.814,138.712,LARGE,2024-12-22,EO,Optical Imaging
JILIN-1-03,41914,PRC,2017-01-09,93.455,97.1957,446.067,441.163,MEDIUM,,EO,Optical Imaging
NUSAT-3,42760,ARGN,2017-06-15,88.046,42.9738,179.294,176.239,MEDIUM,2025-06-28,EO,Optical Imaging
SKYSAT C11,42987,US,2017-10-31,92.524,97.4331,399.364,397.126,MEDIUM,,EO,Optical Imaging
SKYSAT C10,42988,US,2017-10-31,93.866,97.4473,464.719,462.444,MEDIUM,,EO,Optical Imaging
SKYSAT C9,42989,US,2017-10-31,93.457,97.4397,448.946,438.476,MEDIUM,,EO,Optical Imaging
SKYSAT C8,42990,US,2017-10-31,93.727,97.4493,457.947,455.748,MEDIUM,,EO,Optical Imaging
SKYSAT C7,42991,US,2017-10-31,93.731,97.4503,461.031,453.021,MEDIUM,,EO,Optical Imaging
SKYSAT C6,42992,US,2017-10-31,93.877,97.4541,465.188,463.069,MEDIUM,,EO,Optical Imaging
JILIN-01-04,43022,PRC,2017-11-21,93.405,97.4834,442.933,439.428,MEDIUM,,EO,Optical Imaging
JILIN-01-05,43023,PRC,2017-11-21,93.909,97.4841,468.646,462.7,MEDIUM,,EO,Optical Imaging
JILIN-01-06,43024,PRC,2017-11-21,93.912,97.4769,470.133,461.513,MEDIUM,,EO,Optical Imaging
SUPERVIEW-1 03,43099,PRC,2018-01-09,93.609,97.3128,482.62,419.596,LARGE,,EO,Optical Imaging
SUPERVIEW-1 04,43100,PRC,2018-01-09,87.359,97.3261,152.735,134.5,LARGE,2025-04-18,EO,Optical Imaging
JILIN-01-07,43159,PRC,2018-01-19,93.859,97.1785,469.722,456.805,MEDIUM,,EO,Optical Imaging
JILIN-01-08,43160,PRC,2018-01-19,93.914,97.1816,470.597,461.236,MEDIUM,,EO,Optical Imaging
NUSAT 4,43195,ARGN,2018-02-02,87.358,97.5541,149.315,137.884,MEDIUM,2024-01-04,EO,Hyperspectral Imaging
NUSAT 5,43204,ARGN,2018-02-02,87.334,97.5575,150.106,134.655,MEDIUM,2023-12-24,EO,Hyperspectral Imaging
PAZ,43215,SPN,2018-02-22,94.79,97.4454,509.523,507.271,LARGE,,SAR,Radar Imaging
SSTL S1-4,43618,UK,2018-09-16,96.245,97.5062,579.697,577.717,LARGE,,EO,Optical Imaging
NOVASAR 1,43619,UK,2018-09-16,96.243,97.5096,579.608,577.631,LARGE,,SAR,Radar Imaging
REAKTOR HELLO WORLD,43743,FIN,2018-11-29,87.334,97.2858,150.046,134.749,MEDIUM,2023-10-22,EO,Hyperspectral Imaging
KAZSTSAT,43783,KAZ,2018-12-03,96.013,97.4288,571.671,563.393,MEDIUM,,EO,Optical Imaging
SKYSAT C12,43797,US,2018-12-03,93.028,96.9274,424.23,421.378,MEDIUM,,EO,Optical Imaging
SKYSAT C13,43802,US,2018-12-03,90.249,96.9227,288.685,284.71,MEDIUM,,EO,Optical Imaging
JILIN-01-09,43943,PRC,2019-01-21,94.722,97.4723,507.059,503.188,MEDIUM,,EO,Multispectral Imaging
JILIN-01-10,43946,PRC,2019-01-21,94.402,97.4767,495.477,483.787,MEDIUM,,EO,Multispectral Imaging
OBJECT A,44486,PRC,2019-08-17,87.647,97.3393,168.391,147.515,MEDIUM,2025-08-06,EO,Optical Imaging
QPS-SAR-1 IZANAGI,44856,JPN,2019-12-11,88.235,36.9296,192.053,182.304,LARGE,2024-10-03,SAR,Radar Imaging
JILIN-01 KUANFU 01,45016,PRC,2020-01-15,95.33,97.5033,541.954,527.096,LARGE,,EO,Optical Imaging
SKYSAT C14,45788,US,2020-06-13,87.418,52.9461,151.965,141.151,MEDIUM,2024-08-30,EO,Optical Imaging
SKYSAT C16,45789,US,2020-06-13,87.394,52.9445,147.051,143.653,MEDIUM,2024-09-25,EO,Optical Imaging
SKYSAT C15,45790,US,2020-06-13,87.563,52.9427,157.097,150.453,MEDIUM,2024-10-09,EO,Optical Imaging
SKYSAT C17,46179,US,2020-08-18,87.275,52.9464,143.903,135.037,MEDIUM,2024-02-26,EO,Optical Imaging
SKYSAT C18,46180,US,2020-08-18,87.276,52.9565,143.447,135.552,MEDIUM,2023-06-26,EO,Optical Imaging
SKYSAT C19,46235,US,2020-08-18,87.597,52.9505,156.023,154.916,MEDIUM,2024-01-30,EO,Optical Imaging
NUSAT-6 HYPATIA,46272,ARGN,2020-09-03,87.24,97.2016,144.73,130.679,MEDIUM,2024-09-14,EO,Optical Imaging
STRIX-ALPHA,47253,JPN,2020-12-15,87.529,97.22,155.52,148.613,MEDIUM,2023-10-31,SAR,Radar Imaging
QPS-SAR-2 IZANAMI,47485,JPN,2021-01-24,87.54,97.2944,161.01,144.219,LARGE,2024-04-11,SAR,Radar Imaging
PNEO3,48268,FR,2021-04-29,97.187,97.8931,625.088,623.006,LARGE,,EO,Optical Imaging
NUSAT-19 (ROSALIND),48905,ARGN,2021-06-30,88.396,97.5684,199.924,190.394,MEDIUM,2024-10-30,EO,Optical/Hyperspectral Imaging
UMBRA-2001,48906,US,2021-06-30,87.787,97.5682,174.61,155.202,LARGE,2024-04-30,SAR,Synthetic Aperture Imaging
OBJECT A,49003,PRC,2021-07-03,95.373,97.5215,542.346,530.921,LARGE,,EO,Optical Imaging
PNEO4,49070,FR,2021-08-17,97.187,97.8931,625.07,623.008,LARGE,,EO,Optical Imaging
OBJECT K,49324,PRC,2021-10-14,87.66,97.374,166.591,150.593,MEDIUM,2024-04-24,EO,Optical Imaging
LIZE 1,49815,PRC,2021-12-07,87.452,97.3289,162.274,134.278,MEDIUM,2023-08-01,EO,Optical Imaging
JINZIJING 5 (GB 5),49816,PRC,2021-12-07,87.402,97.3271,156.246,135.338,SMALL,2023-05-15,EO,Optical Imaging
UMBRA-02,50986,US,2022-01-13,87.845,97.3417,175.385,160.197,LARGE,2024-11-08,SAR,Radar Imaging
OBJECT F,51829,PRC,2022-02-27,87.363,97.3972,151.064,136.622,MEDIUM,2024-09-13,EO,Optical Imaging
OBJECT G,51830,PRC,2022-02-27,88.005,97.3866,185.028,166.459,MEDIUM,2024-09-13,SAR,Synthetic Aperture Imaging
OBJECT J,51832,PRC,2022-02-27,94.717,97.3438,510.232,499.552,LARGE,,EO,Optical Imaging
STRIX-BETA,51847,JPN,2022-02-28,87.73,97.5507,171.407,152.784,MEDIUM,2026-04-16,SAR,Radar Imaging
SUPERVIEW NEO-1 01,52320,PRC,2022-04-29,94.971,97.3406,518.997,515.412,LARGE,,EO,Optical Imaging
SUPERVIEW NEO-1 02,52322,PRC,2022-04-29,94.975,97.3402,519.664,515.047,LARGE,,EO,Optical Imaging
JILIN-01 GAOFEN 4A,52388,PRC,2022-04-30,87.307,97.4705,147.312,134.825,MEDIUM,2025-12-17,EO,Optical Imaging
JILIN-01 KUANFU 01C,52443,PRC,2022-05-05,95.36,97.5255,547.538,524.473,LARGE,,EO,Optical Imaging
JILIN-01 GAOFEN 3D 27,52444,PRC,2022-05-05,91.761,97.5688,364.427,357.419,MEDIUM,,EO,Optical Imaging
JILIN-01 GAOFEN 3D 28,52445,PRC,2022-05-05,91.633,97.5625,357.497,351.845,MEDIUM,,EO,Optical Imaging
JILIN-01 GAOFEN 3D 29,52446,PRC,2022-05-05,91.75,97.5686,362.325,358.387,MEDIUM,,EO,Optical Imaging
JILIN-01 GAOFEN 3D 30,52447,PRC,2022-05-05,90.926,97.5659,322.95,316.989,MEDIUM,,EO,Optical Imaging
JILIN-01 GAOFEN 3D 31,52448,PRC,2022-05-05,91.515,97.5663,351.157,346.614,MEDIUM,,EO,Optical Imaging
JILIN-01 GAOFEN 3D 32,52449,PRC,2022-05-05,88.177,97.5675,191.529,177.057,MEDIUM,2025-09-30,EO,Optical Imaging
JILIN-01 GAOFEN 3D 33,52450,PRC,2022-05-05,87.303,97.5503,146.737,134.936,MEDIUM,2025-11-22,EO,Optical Imaging
SUPERVIEW NEO-2 01,53128,PRC,2022-07-15,94.457,97.3928,493.471,491.119,LARGE,,SAR,Radar Imaging
CZ-2C DEB,53129,PRC,2022-07-15,87.623,97.3385,166.573,146.978,LARGE,2023-04-21,SAR,Radar Imaging
STRIX-1,53815,JPN,2022-09-15,93.6,97.4507,452.479,448.811,MEDIUM,,SAR,Radar Imaging
MENUT,55010,SPN,2023-01-03,92.51,97.316,401.14,393.977,MEDIUM,,EO,Optical/Infrared Imaging
UMBRA-05,55036,US,2023-01-03,88.24,97.3289,194.378,180.433,LARGE,2025-11-19,SAR,Radar Imaging
UMBRA-04,55050,US,2023-01-03,88.152,97.3877,194.523,171.581,LARGE,2024-09-03,SAR,Radar Imaging
OBJECT D,55251,PRC,2023-01-15,87.409,97.2827,154.786,137.433,MEDIUM,2024-05-21,EO,Optical Imaging
OBJECT E,55252,PRC,2023-01-15,87.303,97.2663,147.485,134.187,MEDIUM,2024-11-05,EO,Optical Imaging
OBJECT F,55253,PRC,2023-01-15,87.875,97.2572,175.716,162.86,MEDIUM,2025-02-28,EO,Optical Imaging
OBJECT G,55254,PRC,2023-01-15,87.382,97.2711,154.098,135.496,MEDIUM,2024-10-14,EO,Optical Imaging
OBJECT H,55255,PRC,2023-01-15,87.551,97.2959,161.595,144.779,LARGE,2023-12-13,EO,Optical Imaging
OBJECT J,55256,PRC,2023-01-15,87.562,97.2922,159.964,147.534,MEDIUM,2024-03-20,EO,Optical Imaging
OBJECT L,55258,PRC,2023-01-15,87.499,97.2807,156.637,144.604,LARGE,2024-11-11,EO,Optical Imaging
OBJECT M,55259,PRC,2023-01-15,87.497,97.2598,156.909,144.094,SMALL,2024-12-06,EO,Optical Imaging
OBJECT N,55260,PRC,2023-01-15,88.266,97.2746,201.49,175.894,MEDIUM,2024-06-24,EO,Optical Imaging
UMBRA-06,56198,US,2023-04-15,87.924,97.3021,174.758,168.638,LARGE,2024-11-18,SAR,Radar Imaging
WORLDVIEW 1,32060,US,2007-09-18,94.452,97.3926,494.646,489.465,LARGE,,EO,Optical Imaging
WORLDVIEW 2,35946,US,2009-10-08,100.144,98.4683,767.688,762.971,LARGE,,EO,Optical Imaging
WNISAT 1,39423,JPN,2013-11-21,98.764,97.7169,814.35,584.784,MEDIUM,,EO,Optical Imaging
WORLDVIEW 3,40115,US,2014-08-13,96.972,97.857,615.533,611.834,LARGE,,EO,Optical Imaging/Infrared Imaging
ZHUHAI-1 02,42759,PRC,2017-06-15,88.578,42.9888,209.6,198.73,MEDIUM,2025-10-15,EO,Video Imaging
ZHUHAI-1 01,42761,PRC,2017-06-15,88.559,42.9927,208.58,197.872,MEDIUM,2025-10-09,EO,Video Imaging
WNISAT 1R,42835,JPN,2017-07-14,95.896,97.4808,568.603,555.203,MEDIUM,,EO,Optical Imaging
ZHUHAI-1 OHS-01,43439,PRC,2018-04-26,87.434,97.075,153.611,141.073,MEDIUM,2024-11-14,EO,Hyperspectral Imaging
ZHUHAI-1 OVS-02,43440,PRC,2018-04-26,94.45,97.0404,494.684,489.226,MEDIUM,,EO,Video Imaging
ZHUHAI-1 OHS-02,43441,PRC,2018-04-26,94.399,97.0387,495.169,483.812,MEDIUM,,EO,Hyperspectral Imaging
ZHUHAI-1 OHS-03,43442,PRC,2018-04-26,87.739,97.0784,172.094,152.931,MEDIUM,2024-10-02,EO,Hyperspectral Imaging
ZHUHAI-1 OHS-04,43443,PRC,2018-04-26,87.833,97.0829,172.766,161.613,MEDIUM,2024-11-05,EO,Hyperspectral Imaging
OBJECT C,44488,PRC,2019-08-17,87.53,97.3701,158.687,145.582,MEDIUM,2024-11-19,EO,Optical Imaging
ZHUHAI-1 03A,44534,PRC,2019-09-19,87.426,97.5086,154.675,139.286,MEDIUM,2025-08-20,EO,Video Imaging
ZHUHAI-1 03B,44536,PRC,2019-09-19,92.758,97.5512,415.922,403.36,MEDIUM,,EO,Hyperspectral Imaging
ZHUHAI-1 03C,44537,PRC,2019-09-19,89.987,97.5413,278.07,269.515,MEDIUM,,EO,Hyperspectral Imaging
ZHUHAI-1 03D,44538,PRC,2019-09-19,93.02,97.5371,427.668,417.154,MEDIUM,,EO,Hyperspectral Imaging
ZHUHAI-1 03E,44539,PRC,2019-09-19,93.502,97.5588,450.849,440.948,MEDIUM,,EO,Hyperspectral Imaging
OBJECT E,49007,PRC,2021-07-03,87.51,97.2686,160.638,141.695,MEDIUM,2026-05-01,EO,Optical Imaging
ALOS-4,60182,JPN,2024-07-01,,,,,,,SAR,
CAPELLA-11 (ACADIA),57693,US,2023-08-23,,,,,,,SAR,
CAPELLA-13 (ACADIA),60419,US,2024-08-11,,,,,,,SAR,
CAPELLA-14 (ACADIA),59444,US,2024-04-07,,,,,,,SAR,
CAPELLA-15 (ACADIA),60544,US,2024-08-16,,,,,,,SAR,
CAPELLA-16 (ACADIA),65318,US,2025-08-26,,,,,,,SAR,
CAPELLA-17 (ACADIA),64583,US,2025-06-23,,,,,,,SAR,
CAPELLA-18 (ACADIA),67385,US,2026-01-11,,,,,,,SAR,
CAPELLA-19 (ACADIA),67384,US,2026-01-11,,,,,,,SAR,
CAPELLA-20 (ACADIA),68485,US,2026-03-30,,,,,,,SAR,
CARBSAR,67397,UK,2026-01-11,,,,,,,SAR,
EMISAR,68427,ROM,2026-03-30,,,,,,,SAR,
FLOCK 4BE 1,60518,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 11,60501,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 12,60560,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 13,60512,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 14,60517,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 15,60491,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 17,60492,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 18,60480,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 19,60563,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 2,60511,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 20,60489,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 22,60494,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 23,60490,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 24,60505,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 25,60487,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 26,60484,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 27,60513,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 28,60519,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 29,60509,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 3,60561,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 30,60499,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 31,60488,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 32,60497,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 34,60495,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 35,60558,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 36,60486,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 5,60559,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 6,60516,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 7,60481,US,2024-08-16,,,,,,,EO,
FLOCK 4BE 9,60514,US,2024-08-16,,,,,,,EO,
FLOCK 4G 1,62666,US,2025-01-14,,,,,,,EO,
FLOCK 4G 10,62670,US,2025-01-14,,,,,,,EO,
FLOCK 4G 11,62629,US,2025-01-14,,,,,,,EO,
FLOCK 4G 12,62625,US,2025-01-14,,,,,,,EO,
FLOCK 4G 13,62621,US,2025-01-14,,,,,,,EO,
FLOCK 4G 14,62667,US,2025-01-14,,,,,,,EO,
FLOCK 4G 15,62678,US,2025-01-14,,,,,,,EO,
FLOCK 4G 16,62638,US,2025-01-14,,,,,,,EO,
FLOCK 4G 17,62681,US,2025-01-14,,,,,,,EO,
FLOCK 4G 18,62680,US,2025-01-14,,,,,,,EO,
FLOCK 4G 2,62661,US,2025-01-14,,,,,,,EO,
FLOCK 4G 20,62636,US,2025-01-14,,,,,,,EO,
