OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
RESURS-P 4,2024-061A,2026-04-22T20:57:54.745920,15.31797439,0.0002784,97.2716,61.7645,65.6333,294.52,0,U,59371,999,11529,7.96E-05,2.37E-05,0
LEGION 1,2024-081A,2026-04-22T19:24:34.483680,15.16729441,0.0009465,97.5022,191.2503,203.7025,156.3773,0,U,59625,999,10914,1.53E-04,2.94E-05,0
LEGION 2,2024-081B,2026-04-22T18:38:41.053056,15.16957993,0.0011043,97.5024,191.307,176.2658,183.866,0,U,59626,999,10914,1.54E-04,2.97E-05,0
ALOS-4 (DAICHI-4),2024-123A,2026-04-22T20:02:06.690624,14.79460031,0.0001643,97.9204,210.7941,102.3715,257.768,0,U,60182,999,9769,6.57E-05,4.39E-06,0
LEGION 3,2024-146A,2026-04-22T16:58:31.254816,15.15611183,0.0008397,45.0023,328.0073,210.7529,149.2858,0,U,60452,999,9360,1.41E-04,2.47E-05,0
LEGION 4,2024-146B,2026-04-22T16:56:06.775008,15.155635,0.0014309,45.0018,59.8643,358.7069,1.3771,0,U,60453,999,9245,1.90E-04,3.42E-05,0
SENTINEL-2C,2024-157A,2026-04-22T17:13:55.817760,14.30815233,0.000147,98.5636,188.292,104.4666,255.668,0,U,60989,999,8505,4.12E-05,6.40E-07,0
IONOSFERA-M 1,2024-199A,2026-04-22T20:19:47.820864,14.22743669,0.0000659,98.7248,346.5826,21.613,338.5076,0,U,61735,999,11983,3.22E-05,2.80E-07,0
IONOSFERA-M 2,2024-199B,2026-04-22T21:09:21.713184,14.22746468,0.0001881,98.7247,346.5278,101.7234,258.4155,0,U,61736,999,12296,3.23E-05,2.80E-07,0
BIOMASS,2025-090A,2026-04-22T19:20:22.945632,14.67375292,0.0001442,98.0749,300.9213,89.4698,270.6671,0,U,63772,999,5256,1.34E-04,7.11E-06,0
GOSAT-GW (IBUKI GW),2025-141A,2026-04-22T19:50:36.936960,14.67561751,0.0001446,98.0547,51.0516,84.8952,275.2418,0,U,64694,999,4372,9.62E-05,4.98E-06,0
IONOSFERA-M 3,2025-155A,2026-04-22T20:23:33.477792,14.21476317,0.00021,98.5987,76.1614,50.5106,309.6257,0,U,64876,999,3854,4.08E-05,4.60E-07,0
IONOSFERA-M 4,2025-155B,2026-04-22T21:13:50.654784,14.21478315,0.0001503,98.5986,76.1134,58.4148,301.7176,0,U,64877,999,3854,4.25E-05,5.00E-07,0
MICROCARB,2025-156A,2026-04-22T03:34:31.753632,14.72264112,0.00178052,97.984,190.2861,91.8247,268.5,0,U,64899,999,3972,7.32E-05,4.13E-06,0
CO3D 3,2025-156B,2026-04-22T19:56:09.970080,15.20197036,0.0001345,97.4321,192.3189,54.0053,306.1306,0,U,64900,999,4112,1.95E-04,4.15E-05,0
CO3D 4,2025-156C,2026-04-22T19:56:23.985888,15.20191774,0.0001916,97.4319,192.3191,107.4219,252.7226,0,U,64901,999,4112,1.59E-04,3.38E-05,0
CO3D 2,2025-156D,2026-04-22T20:43:08.817600,15.20209532,0.0000768,97.4326,192.2497,56.1695,303.9613,0,U,64902,999,4112,3.34E-05,6.55E-06,0
CO3D 1,2025-156E,2026-04-13T15:33:44.640576,15.19681462,0.0110033,98.0928,182.3847,5.8142,354.4339,0,U,64903,999,3972,1.29E-04,3.15E-05,0
SENTINEL-6B,2025-264A,2026-04-22T17:31:12.605664,12.80930763,0.0007927,66.0409,250.362,269.7576,90.2531,0,U,66514,999,2006,8.00E-05,-4.30E-07,0
CSG-3,2026-001A,2026-04-22T12:04:07.607712,14.8215189,0.0001344,97.8885,296.91,86.7671,273.3696,0,U,67304,999,1621,3.58E-05,2.33E-06,0
