OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
BIOMASS,2025-090A,2026-04-22T19:20:22.945632,14.67375292,.0001442,98.0749,300.9213,89.4698,270.6671,0,U,63772,999,5256,.13437E-3,.711E-5,0
GOSAT-GW (IBUKI GW),2025-141A,2026-04-22T19:50:36.936960,14.67561751,.0001446,98.0547,51.0516,84.8952,275.2418,0,U,64694,999,4372,.96166E-4,.498E-5,0
IONOSFERA-M 3,2025-155A,2026-04-22T20:23:33.477792,14.21476317,.00021,98.5987,76.1614,50.5106,309.6257,0,U,64876,999,3854,.40755E-4,.46E-6,0
IONOSFERA-M 4,2025-155B,2026-04-22T21:13:50.654784,14.21478315,.0001503,98.5986,76.1134,58.4148,301.7176,0,U,64877,999,3854,.42524E-4,.5E-6,0
MICROCARB,2025-156A,2026-04-22T03:34:31.753632,14.72264112,.00178052,97.9840,190.2861,91.8247,268.5000,0,U,64899,999,3972,.73192069E-4,.413E-5,0
CO3D 3,2025-156B,2026-04-22T19:56:09.970080,15.20197036,.0001345,97.4321,192.3189,54.0053,306.1306,0,U,64900,999,4112,.19463E-3,.4148E-4,0
CO3D 4,2025-156C,2026-04-22T19:56:23.985888,15.20191774,.0001916,97.4319,192.3191,107.4219,252.7226,0,U,64901,999,4112,.15905E-3,.3376E-4,0
CO3D 2,2025-156D,2026-04-22T20:43:08.817600,15.20209532,.0000768,97.4326,192.2497,56.1695,303.9613,0,U,64902,999,4112,.3337E-4,.655E-5,0
CO3D 1,2025-156E,2026-04-13T15:33:44.640576,15.19681462,.0110033,98.0928,182.3847,5.8142,354.4339,0,U,64903,999,3972,.12932E-3,.3151E-4,0
SENTINEL-6B,2025-264A,2026-04-22T17:31:12.605664,12.80930763,.0007927,66.0409,250.3620,269.7576,90.2531,0,U,66514,999,2006,.80008E-4,-.43E-6,0
CSG-3,2026-001A,2026-04-22T12:04:07.607712,14.82151890,.0001344,97.8885,296.9100,86.7671,273.3696,0,U,67304,999,1621,.35805E-4,.233E-5,0
