OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
KUIPER-00453,2026-098AE,2026-05-20T13:03:49.881312,15.36190696,.00031464,51.8738,200.7458,88.7266,271.4081,0,U,68947,999,310,.26117374E-3,.8979E-4,0
KUIPER-00454,2026-098AF,2026-05-20T12:51:19.515456,15.29777764,.00169655,51.8758,201.4266,44.8238,315.4113,0,U,68948,999,309,-.1496494E-2,-.441E-3,0
KUIPER-00455,2026-098AG,2026-05-20T13:01:33.795264,15.30244522,.00200842,51.8745,201.4649,54.7871,305.4989,0,U,68949,999,309,-.25286063E-3,-.792E-4,0
KUIPER-00458,2026-098AH,2026-05-20T13:08:38.052096,15.35824410,.00037364,51.8760,200.7707,50.9866,309.1452,0,U,68950,999,310,.3860394E-3,.13304E-3,0
STARLINK-37258,2026-099A,2026-05-20T13:14:51.406368,15.80863786,.00016799,53.1589,293.0664,74.7164,285.4044,0,U,68951,999,299,.74235841E-3,.148299E-2,0
STARLINK-37308,2026-099B,2026-05-20T14:00:01.999872,15.69516335,.00010932,53.1596,293.0138,63.7880,63.6914,0,U,68952,999,422,-.18338957E-1,-.1950049E-1,0
STARLINK-37337,2026-099C,2026-05-20T14:00:01.999872,15.67009425,.00009351,53.1602,293.0613,73.8521,30.8072,0,U,68953,999,422,-.20102314E-1,-.1929361E-1,0
STARLINK-37301,2026-099D,2026-05-20T14:00:01.999872,15.70916021,.00010936,53.1600,292.9434,71.6240,90.0857,0,U,68954,999,422,-.21763774E-1,-.243498E-1,0
STARLINK-36794,2026-099E,2026-05-20T13:11:36.914784,15.80872582,.00011828,53.1591,293.0504,93.7941,266.3217,0,U,68955,999,299,.56526693E-3,.112325E-2,0
STARLINK-36760,2026-099F,2026-05-20T13:09:27.509184,15.80873779,.00014674,53.1589,293.0399,62.2017,297.9154,0,U,68956,999,299,.74639664E-3,.149193E-2,0
STARLINK-37047,2026-099G,2026-05-20T14:00:01.999872,15.66990596,.00010755,53.1602,293.0265,61.7628,59.7403,0,U,68957,999,427,-.20150392E-1,-.193222E-1,0
STARLINK-36242,2026-099H,2026-05-20T13:07:17.785632,15.80864510,.00012944,53.1588,293.0303,82.0283,278.0886,0,U,68958,999,299,.69660528E-3,.138967E-2,0
STARLINK-37033,2026-099J,2026-05-20T14:00:01.999872,15.68413853,.00011937,53.1597,292.9507,72.8665,85.7409,0,U,68959,999,427,-.24306372E-1,-.2446792E-1,0
STARLINK-36978,2026-099K,2026-05-20T14:00:01.999872,15.67020019,.00011106,53.1602,293.0002,67.0103,67.6496,0,U,68960,999,427,-.20121107E-1,-.1931819E-1,0
STARLINK-36965,2026-099L,2026-05-20T14:00:01.999872,15.68433535,.00011992,53.1599,292.9575,70.3062,84.5395,0,U,68961,999,427,-.19143773E-1,-.194639E-1,0
STARLINK-36765,2026-099M,2026-05-20T10:00:53.651232,15.80987614,.00007582,53.1589,293.6429,134.0679,226.0407,0,U,68962,999,297,.18353931E-2,.379964E-2,0
STARLINK-36764,2026-099N,2026-05-20T14:32:55.914144,15.80884681,.00011065,53.1589,292.6890,77.6113,282.5034,0,U,68963,999,300,.89719447E-3,.180217E-2,0
STARLINK-36731,2026-099P,2026-05-20T14:31:50.771136,15.80913041,.00009979,53.1588,292.6837,69.6670,290.4460,0,U,68964,999,300,.86527053E-3,.173879E-2,0
STARLINK-36664,2026-099Q,2026-05-20T14:30:46.490400,15.80864084,.00010426,53.1589,292.6787,53.7526,306.3593,0,U,68965,999,300,.11428902E-2,.23091E-2,0
STARLINK-36402,2026-099R,2026-05-20T14:29:46.473504,15.80282808,.00005625,53.1586,292.6736,54.5724,305.5351,0,U,68966,999,300,-.35694176E-2,-.637787E-2,0
STARLINK-36671,2026-099S,2026-05-20T14:28:36.540480,15.80853196,.00009012,53.1588,292.6684,74.2726,285.8397,0,U,68967,999,300,.45011692E-3,.88977E-3,0
STARLINK-36665,2026-099T,2026-05-20T14:27:31.896864,15.80869578,.00010019,53.1587,292.6632,81.4594,278.6542,0,U,68968,999,300,.59136792E-3,.1176E-2,0
STARLINK-36303,2026-099U,2026-05-20T14:26:28.465440,15.80741637,.00009369,53.1586,292.6576,117.8966,242.2152,0,U,68969,999,300,.72003109E-2,.1582446E-1,0
STARLINK-37257,2026-099V,2026-05-20T14:25:22.227744,15.80888417,.00011213,53.1585,292.6528,92.5869,267.5282,0,U,68970,999,300,.85465933E-3,.171495E-2,0
STARLINK-37367,2026-099W,2026-05-20T14:00:01.999872,15.75127466,.00009082,53.1594,292.7627,77.9612,171.9272,0,U,68971,999,412,-.14629589E-1,-.193593E-1,0
STARLINK-37259,2026-099X,2026-05-20T14:00:01.999872,15.71509781,.00011591,53.1596,292.8007,85.0017,145.6942,0,U,68972,999,422,-.16849378E-1,-.1949238E-1,0
STARLINK-37387,2026-099Y,2026-05-20T14:00:01.999872,15.64409648,.00011508,53.1599,292.9072,76.7186,102.4759,0,U,68973,999,422,-.27896958E-1,-.2392706E-1,0
STARLINK-37362,2026-099Z,2026-05-20T14:00:01.999872,15.73582538,.00008975,53.1593,292.7535,75.4205,178.5913,0,U,68974,999,422,-.15657702E-1,-.1976554E-1,0
STARLINK-36667,2026-099AA,2026-05-20T14:19:57.960768,15.80897224,.000113,53.1581,292.6281,100.1556,259.9594,0,U,68975,999,300,.71776874E-3,.143502E-2,0
STARLINK-36735,2026-099AB,2026-05-20T14:18:53.315424,15.80877683,.00012379,53.1587,292.6222,91.5751,268.5413,0,U,68976,999,300,.58647102E-3,.116652E-2,0
STARLINK-37371,2026-099AC,2026-05-20T14:17:48.338304,15.80876638,.00008795,53.1585,292.6180,83.7066,276.4057,0,U,68977,999,300,.64270617E-3,.128068E-2,0
STARLINK-37293,2026-099AD,2026-05-20T14:16:43.472640,15.80883900,.00023491,53.1591,292.6115,114.8592,245.2675,0,U,68978,999,300,.54857858E-3,.109012E-2,0
STARLINK-36248,2026-099AE,2026-05-20T14:00:01.999872,15.76893581,.00007362,53.1592,292.6756,77.7227,213.7601,0,U,68979,999,427,-.13553624E-1,-.1939636E-1,0
PEARL-1B,2026-100A,2026-05-20T14:04:30.786816,14.90445687,.00058595,97.7392,38.5221,231.6771,128.3921,0,U,68980,999,257,.14257443E-3,.1335E-4,0
IRIDE-MS2-HEO-7,2026-100B,2026-05-20T15:31:23.323872,14.91027834,.00031939,97.7389,38.5969,225.8738,134.2218,0,U,68981,999,259,.95892922E-4,.894E-5,0
IRIDE-MS2-HEO-10,2026-100C,2026-05-20T15:29:00.410496,14.91171031,.00023137,97.7363,38.5965,236.2160,123.8838,0,U,68982,999,259,.94672381E-4,.885E-5,0
IRIDE-MS2-HEO-11,2026-100D,2026-05-20T15:27:06.966432,14.91284645,.00024296,97.7409,38.6043,213.0526,147.0541,0,U,68983,999,259,.92002903E-4,.861E-5,0
IRIDE-MS2-HEO-12,2026-100E,2026-05-20T15:30:25.218144,14.91086019,.00027389,97.7369,38.5959,234.8220,125.2742,0,U,68984,999,259,.95671438E-4,.893E-5,0
IRIDE-MS2-HEO-13,2026-100F,2026-05-20T15:20:55.798080,14.91656910,.000159,97.7397,38.6071,164.6103,195.5164,0,U,68985,999,259,.86602799E-4,.815E-5,0
IRIDE-MS2-HEO-14,2026-100G,2026-05-20T15:19:30.124704,14.91742793,.00014086,97.7389,38.6077,149.6214,210.5086,0,U,68986,999,259,.85035426E-4,.801E-5,0
IRIDE-MS2-HEO-15,2026-100H,2026-05-20T15:20:00.470112,14.91712736,.00011788,97.7366,38.6044,151.2078,208.9206,0,U,68987,999,259,.87021268E-4,.82E-5,0
CAS500-2 RIDESHARE OBJECT J,2026-100J,2026-05-20T15:39:17.570016,14.90550968,.00052103,97.7370,38.5886,235.6676,124.4050,0,U,68988,999,259,.89533379E-4,.82E-5,0
CAS500-2 RIDESHARE OBJECT K,2026-100K,2026-05-20T15:36:05.855328,14.90749973,.00049319,97.7421,38.5939,215.2019,144.8874,0,U,68989,999,259,.12709142E-3,.1194E-4,0
PEARL-1A,2026-100L,2026-05-20T15:33:56.053152,14.90874968,.00036921,97.7338,38.5905,250.8666,109.2152,0,U,68990,999,259,.10220148E-3,.952E-5,0
YAM-11,2026-100M,2026-05-20T15:29:32.475264,14.91045969,.00019616,97.7392,38.5992,216.1007,144.0080,0,U,68991,999,259,.10057163E-3,.94E-5,0
YAM-16,2026-100N,2026-05-20T15:26:10.876416,14.91341684,.00020899,97.7396,38.6032,212.4842,147.6248,0,U,68992,999,259,.97164807E-4,.914E-5,0
YAM-13,2026-100P,2026-05-20T15:23:02.346432,14.91669535,.00020881,97.7396,38.6060,206.1384,153.9729,0,U,68993,999,259,.94703371E-4,.897E-5,0
NULINK-2,2026-100Q,2026-05-20T13:32:56.886720,14.92362724,.00027142,97.7355,38.5493,68.3352,291.8156,0,U,68994,999,258,.17333968E-3,.1717E-4,0
YAM-12,2026-100R,2026-05-20T15:21:44.824896,14.91620209,.00016521,97.7394,38.6063,174.5864,185.5372,0,U,68995,999,259,.15182085E-3,.1469E-4,0
CAS500-2 RIDESHARE OBJECT S,2026-100S,2026-05-20T15:29:27.697344,14.91156460,.00027663,97.7387,38.5985,224.1771,135.9227,0,U,68996,999,259,.15862265E-3,.1519E-4,0
YAM-15,2026-100T,2026-05-20T15:22:36.606144,14.91556478,.00015926,97.7390,38.6051,183.3217,176.7992,0,U,68997,999,259,.86259063E-4,.809E-5,0
CAS500-2 RIDESHARE OBJECT U,2026-100U,2026-05-20T14:00:01.999872,14.93990525,.00130598,97.7070,37.5398,213.7998,184.1909,0,U,68998,999,130,.38807848E-2,.41594E-3,0
CAS500-2 RIDESHARE OBJECT V,2026-100V,2026-05-20T14:00:01.999872,14.94407173,.00091336,97.7048,37.6398,324.1105,102.6783,0,U,68999,999,130,.39356083E-2,.42601E-3,0
GEMINI-POLLUX,2026-100W,2026-05-20T14:00:01.999872,14.95700623,.00146475,97.7105,37.5039,296.1309,130.9146,0,U,69000,999,130,.40253515E-2,.45104E-3,0
CAS500-2 RIDESHARE OBJECT X,2026-100X,2026-05-20T14:00:01.999872,14.95866070,.00150753,97.7080,37.4537,87.7434,320.2848,0,U,69001,999,130,.38758224E-2,.43607E-3,0
CAS500-2 RIDESHARE OBJECT Y,2026-100Y,2026-05-20T14:00:01.999872,14.90582148,.00033135,97.6985,37.4086,322.5465,85.5153,0,U,69002,999,130,.4481397E-2,.44051E-3,0
CAS500-2 RIDESHARE OBJECT Z,2026-100Z,2026-05-20T14:00:01.999872,14.95783473,.00155864,97.7095,37.4055,120.6682,297.9992,0,U,69003,999,130,.39894373E-2,.44807E-3,0
CAS500-2 RIDESHARE OBJECT AA,2026-100AA,2026-05-20T15:32:17.098368,15.19985911,.0006038,97.4075,38.9614,103.9510,256.2397,0,U,69004,999,263,.85193972E-4,.1767E-4,0
CAS500-2 RIDESHARE OBJECT AB,2026-100AB,2026-05-20T15:30:11.267136,15.20115688,.00069178,97.4062,38.9564,108.3596,251.8392,0,U,69005,999,263,.84121099E-4,.175E-4,0
JEN-1,2026-100AC,2026-05-20T15:33:30.787200,15.19933398,.00060125,97.4072,38.9608,100.6920,259.4992,0,U,69006,999,262,.1572418E-3,.3313E-4,0
BRO-21,2026-100AD,2026-05-20T13:36:55.641888,15.21259687,.00089594,97.4067,38.9129,141.0520,219.1362,0,U,69007,999,260,.10098375E-3,.2189E-4,0
YAM-14,2026-100AE,2026-05-20T15:29:14.639712,14.91015460,.00026455,97.7375,38.5972,227.5466,132.5529,0,U,69008,999,258,.10035356E-3,.937E-5,0
CAS500-2 RIDESHARE OBJECT AF,2026-100AF,2026-05-20T14:06:08.221824,15.19553424,.00069696,97.4065,38.8861,82.0975,278.1051,0,U,69009,999,261,.38542865E-3,.8135E-4,0
CAS500-2 RIDESHARE OBJECT AG,2026-100AG,2026-05-20T15:27:08.064576,15.20295887,.00068759,97.4067,38.9610,116.1636,244.0307,0,U,69010,999,262,.74656078E-4,.1554E-4,0
CAS500-2 RIDESHARE OBJECT AH,2026-100AH,2026-05-20T15:26:09.135456,15.20358546,.00061833,97.4074,38.9676,119.0099,241.1757,0,U,69011,999,262,.82507234E-4,.1728E-4,0
JACKAL-004,2026-100AJ,2026-05-20T15:24:40.641984,15.20461252,.00069314,97.4064,38.9639,120.6467,239.5453,0,U,69012,999,262,.11631063E-3,.2471E-4,0
CAS500-2,2026-100AK,2026-05-20T15:26:04.582176,15.20364154,.00091188,97.4095,38.9724,111.3984,248.8225,0,U,69013,999,262,.19651978E-3,.4213E-4,0
CAS500-2 RIDESHARE OBJECT AL,2026-100AL,2026-05-20T12:07:32.128608,15.20927029,.00070934,97.4090,38.8539,140.5213,219.6541,0,U,69014,999,260,.11176746E-3,.2405E-4,0
FRONTIERSAT,2026-100AM,2026-05-20T12:04:11.906976,15.21187702,.00097783,97.4026,38.8292,130.9544,229.2539,0,U,69015,999,261,.25847847E-3,.5701E-4,0
RAVEN,2026-100AN,2026-05-20T13:38:00.699360,15.21189291,.0009047,97.4058,38.9069,137.1819,223.0123,0,U,69016,999,261,.79491607E-4,.1705E-4,0
PELICAN-7,2026-100AP,2026-05-20T06:00:04.106592,15.20197927,.0006173,97.4074,38.5767,113.6181,246.5703,0,U,69017,999,256,.72902E-4,.1511E-4,0
EDDA-1,2026-100AQ,2026-05-20T15:29:41.663904,15.20145450,.00062231,97.4073,38.9631,110.2665,249.9240,0,U,69018,999,263,.70257239E-4,.1452E-4,0
PELICAN-9,2026-100AR,2026-05-20T15:27:30.752352,15.20346412,.00065454,97.4066,38.9603,114.1502,246.0419,0,U,69019,999,262,.72396797E-4,.1507E-4,0
CAS500-2 RIDESHARE OBJECT AS,2026-100AS,2026-05-20T14:06:06.062688,15.19506802,.0006171,97.4065,38.8858,81.7092,278.4843,0,U,69020,999,261,.26768616E-3,.5619E-4,0
CAS500-2 RIDESHARE OBJECT AT,2026-100AT,2026-05-20T15:39:20.044512,15.19602564,.00067672,97.4049,38.9453,86.2380,273.9628,0,U,69021,999,262,.20460586E-3,.4291E-4,0
CAS500-2 RIDESHARE OBJECT AU,2026-100AU,2026-05-20T15:38:42.263520,15.19598291,.00069694,97.4049,38.9452,88.8921,271.3112,0,U,69022,999,262,.10062435E-3,.2075E-4,0
QUBE-II,2026-100AV,2026-05-20T15:36:43.759872,15.19774041,.00050865,97.4092,38.9659,91.0797,269.1020,0,U,69023,999,262,.26549822E-3,.5615E-4,0
BALKAN-2,2026-100AW,2026-05-20T15:36:06.609600,15.19780633,.00050754,97.4091,38.9666,93.8267,266.3549,0,U,69024,999,262,.17774511E-3,.3737E-4,0
STARLINK-37592,2026-101A,2026-05-20T13:54:11.145024,15.75187954,.00013712,97.2840,355.0917,52.3689,307.7700,0,U,69025,999,229,.61917322E-3,.9323E-3,0
STARLINK-37637,2026-101B,2026-05-20T13:51:38.736288,15.75189041,.00013162,97.2841,355.0943,58.2908,301.8486,0,U,69026,999,229,.6944429E-3,.104725E-2,0
STARLINK-37548,2026-101C,2026-05-20T13:50:37.641984,15.75181713,.00007833,97.2840,355.0956,48.9595,311.1738,0,U,69027,999,229,.59625663E-3,.89711E-3,0
STARLINK-37634,2026-101D,2026-05-20T13:48:35.382528,15.75220245,.00015318,97.2838,355.0976,71.7617,288.3815,0,U,69028,999,229,.72388834E-3,.10938E-2,0
STARLINK-37635,2026-101E,2026-05-20T13:47:04.391232,15.75187111,.00013039,97.2840,355.0991,56.0980,304.0409,0,U,69029,999,229,.7250062E-3,.109391E-2,0
STARLINK-37615,2026-101F,2026-05-20T14:00:01.999872,15.75152278,.00013852,97.2837,355.1144,88.9426,330.2126,0,U,69030,999,352,.34202853E-3,.51108E-3,0
STARLINK-37240,2026-101G,2026-05-20T14:00:01.999872,15.75171952,.00014774,97.2837,355.1154,87.0000,336.1514,0,U,69031,999,352,-.6621231E-5,-.1116E-4,0
STARLINK-37596,2026-101H,2026-05-20T14:00:01.999872,15.75246992,.00012287,97.2837,355.1168,85.7007,341.4344,0,U,69032,999,352,-.8968784E-3,-.132181E-2,0
STARLINK-37591,2026-101J,2026-05-20T14:00:01.999872,15.75181364,.0001745,97.2837,355.1196,75.7019,357.4467,0,U,69033,999,352,-.19844002E-3,-.29616E-3,0
STARLINK-37611,2026-101K,2026-05-20T13:42:29.713536,15.75184415,.00011801,97.2837,355.1035,69.4500,290.6892,0,U,69034,999,229,.33918983E-3,.50751E-3,0
STARLINK-37512,2026-101L,2026-05-20T13:40:58.286784,15.75184855,.00014612,97.2838,355.1051,71.1626,288.9798,0,U,69035,999,229,.30691974E-3,.45886E-3,0
STARLINK-37609,2026-101M,2026-05-20T14:00:01.999872,15.75167309,.00008676,97.2836,355.1252,72.5393,10.6074,0,U,69036,999,349,.2581571E-3,.38511E-3,0
STARLINK-37608,2026-101N,2026-05-20T14:00:01.999872,15.75140660,.00015219,97.2837,355.1268,81.6222,7.5284,0,U,69037,999,352,.25161707E-3,.37486E-3,0
STARLINK-37466,2026-101P,2026-05-20T14:00:01.999872,15.75273722,.00017053,97.2838,355.1296,70.7682,24.3546,0,U,69038,999,352,-.1164087E-2,-.170964E-2,0
STARLINK-37612,2026-101Q,2026-05-20T14:00:01.999872,15.75212513,.00013635,97.2838,355.1351,75.1913,31.9413,0,U,69039,999,352,-.43978175E-3,-.65291E-3,0
STARLINK-37616,2026-101R,2026-05-20T14:00:01.999872,15.75175378,.00012009,97.2837,355.1348,69.8271,35.3100,0,U,69040,999,352,.1892053E-3,.28166E-3,0
STARLINK-37614,2026-101S,2026-05-20T14:00:01.999872,15.75269747,.00015273,97.2838,355.1375,75.4550,37.6654,0,U,69041,999,352,-.11134254E-2,-.163635E-2,0
STARLINK-37644,2026-101T,2026-05-20T14:00:01.999872,15.75263692,.00015738,97.2838,355.1416,74.2551,48.8576,0,U,69042,999,352,-.10252729E-2,-.150875E-2,0
STARLINK-37571,2026-101U,2026-05-20T14:00:01.999872,15.75215792,.00015392,97.2839,355.1394,76.9820,42.1475,0,U,69043,999,352,-.4869361E-3,-.72231E-3,0
STARLINK-37664,2026-101V,2026-05-20T14:00:01.999872,15.75232162,.00013403,97.2839,355.1444,75.1052,54.0216,0,U,69044,999,349,-.67840154E-3,-.100322E-2,0
STARLINK-37667,2026-101W,2026-05-20T14:00:01.999872,15.75215870,.00014102,97.2838,355.1450,80.2749,50.8566,0,U,69045,999,352,-.51359966E-3,-.76143E-3,0
STARLINK-37666,2026-101X,2026-05-20T14:00:01.999872,15.75153648,.0001664,97.2838,355.1506,79.9588,63.2241,0,U,69046,999,352,-.98044882E-4,-.14706E-3,0
STARLINK-37576,2026-101Y,2026-05-20T14:00:01.999872,15.75231838,.00015839,97.2839,355.1559,75.2562,77.8715,0,U,69047,999,349,-.68501003E-3,-.101288E-2,0
STARLINK-37663,2026-101Z,2026-05-20T14:00:01.999872,15.75204553,.00013968,97.2837,355.1492,73.3332,67.8003,0,U,69048,999,352,-.36227177E-3,-.5386E-3,0
TIANZHOU-10,2026-102A,2026-05-20T10:53:12.882048,15.60697028,.00074391,41.4675,130.6457,266.6271,93.3717,0,U,69049,999,176,.1453717E-3,.1211E-3,0
CZ-7 R/B,2026-102B,2026-05-20T16:54:26.496576,16.29655750,.0051097,41.4941,124.4578,245.4490,114.1043,0,U,69050,999,156,.43116E-3,.3101717E-1,.78657E-5
QIANFAN-127,2026-104A,2026-05-20T13:05:44.040768,14.25519599,.00035995,88.9870,344.7834,179.6653,180.4543,0,U,69073,999,116,.34116042E-4,.95E-6,0
QIANFAN-128,2026-104B,2026-05-20T13:13:52.643136,14.16689105,.00086497,88.9866,344.7848,202.1179,157.9637,0,U,69074,999,116,-.10700396E+1,-.1981423E-1,0
QIANFAN-129,2026-104C,2026-05-20T14:42:09.292320,14.26564161,.00027349,88.9870,344.7748,169.4363,190.6889,0,U,69075,999,117,.1982889E-4,.63E-6,0
QIANFAN-130,2026-104D,2026-05-20T13:08:07.454400,14.16346711,.00082554,88.9862,344.7832,181.5539,178.5625,0,U,69076,999,116,-.98043626E+0,-.1815342E-1,0
QIANFAN-131,2026-104E,2026-05-20T14:41:25.241280,14.22075796,.00045622,88.9863,344.7753,146.8279,213.3199,0,U,69077,999,117,-.94987317E+0,-.1947571E-1,0
QIANFAN-132,2026-104F,2026-05-20T14:54:51.674688,14.17255778,.0010085,88.9863,344.7767,194.9209,165.1684,0,U,69078,999,117,-.11119117E+1,-.207372E-1,0
QIANFAN-133,2026-104G,2026-05-20T14:49:08.834304,14.18560758,.00083745,88.9859,344.7746,181.6118,178.5046,0,U,69079,999,117,-.11083893E+1,-.2114383E-1,0
QIANFAN-134,2026-104H,2026-05-20T13:05:36.447936,14.19811252,.00040368,88.9863,344.7837,144.8631,215.2826,0,U,69080,999,116,-.10997624E+1,-.2144476E-1,0
QIANFAN-135,2026-104J,2026-05-20T02:54:43.418304,14.20663066,.00022931,88.9866,344.8320,162.0517,198.0755,0,U,69081,999,110,-.91921546E+0,-.1842498E-1,0
QIANFAN-136,2026-104K,2026-05-20T02:54:15.719328,14.20809515,.00015392,88.9865,344.8322,230.1427,129.9628,0,U,69082,999,110,-.90983659E+0,-.1829611E-1,0
QIANFAN-137,2026-104L,2026-05-20T02:53:03.943392,14.21059121,.00026983,88.9864,344.8316,160.0707,200.0590,0,U,69083,999,110,-.80105918E+0,-.1614178E-1,0
QIANFAN-138,2026-104M,2026-05-20T14:42:56.979936,14.25562063,.00019853,88.9870,344.7749,182.5883,177.5300,0,U,69084,999,117,.19764056E-4,.61E-6,0
QIANFAN-139,2026-104N,2026-05-20T02:53:20.253984,14.22021526,.00067112,88.9865,344.8323,170.4107,189.7214,0,U,69085,999,110,-.93932048E+0,-.1925819E-1,0
QIANFAN-140,2026-104P,2026-05-20T07:57:49.575456,14.26430618,.00026731,88.9870,344.8074,179.5946,180.5250,0,U,69086,999,113,.21050346E-4,.65E-6,0
QIANFAN-141,2026-104Q,2026-05-20T13:00:45.453600,14.26451052,.00021351,88.9871,344.7829,180.2288,179.8905,0,U,69087,999,116,.20527759E-4,.64E-6,0
QIANFAN-142,2026-104R,2026-05-20T14:41:41.127648,14.26464440,.00027256,88.9870,344.7747,166.6034,193.5233,0,U,69088,999,117,.19879907E-4,.63E-6,0
QIANFAN-143,2026-104S,2026-05-20T02:53:36.321792,14.23790117,.0005821,88.9864,344.8320,94.4598,265.7259,0,U,69089,999,110,-.96088263E+0,-.202884E-1,0
QIANFAN-144,2026-104T,2026-05-20T13:00:29.950848,14.26644850,.00023051,88.9870,344.7828,171.9318,188.1913,0,U,69090,999,116,.20575175E-4,.64E-6,0
CZ-6A R/B,2026-104U,2026-05-20T13:53:52.877472,14.57448157,.00949738,89.0142,344.7254,79.2683,281.9203,0,U,69091,999,119,.36088866E-4,.194E-5,0
TRANSPORTER-14 OBJECT BR,2025-135BW,2026-05-20T20:36:49.710816,15.49862125,.038375,97.4395,251.9892,178.6107,181.6313,0,U,69093,999,248,.66947E-3,.1838928E-1,.1935E-5
ZHUQUE-2E R/B,2026-105A,2026-05-20T13:11:11.554656,15.07161735,.0491286,88.9790,198.0060,43.1937,320.6753,0,U,69095,999,97,.45423978E-3,.182975E-2,-.1092509E-5
2026-106A,2026-106A,2026-05-15T21:29:31.389216,15.10801700,.00129262,97.5094,218.5703,275.6985,84.2771,0,U,69097,999,11,.33805485E-4,.498E-5,0
2026-106B,2026-106B,2026-05-15T19:54:07.899840,15.10832199,.0013053,97.5046,218.5086,280.0851,79.8906,0,U,69098,999,2,.65499317E-4,.1026E-4,0
2026-106C,2026-106C,2026-05-15T19:54:07.492896,15.10839506,.00129178,97.5086,218.5071,274.2037,85.7716,0,U,69099,999,10,.34034547E-4,.503E-5,0
2026-106D,2026-106D,2026-05-15T21:29:25.511424,15.10959134,.00121361,97.5062,218.5717,280.2995,79.6866,0,U,69100,999,11,.33645234E-4,.498E-5,0
2026-106E,2026-106E,2026-05-15T19:53:53.337984,15.11230034,.00139295,97.5067,218.5063,282.6221,77.3451,0,U,69101,999,10,.33337949E-4,.497E-5,0
LIJIAN-1 R/B,2026-106F,2026-05-15T21:04:15.121056,15.50517461,.01814676,97.5061,218.5961,13.3087,347.2857,0,U,69102,999,11,.13374507E-3,.14693E-3,.2152673E-5
DRAGON CRS-34,2026-107A,2026-05-20T12:28:54.271776,15.49283153,.0007497,51.6328,77.0641,79.3410,280.8422,0,U,69103,999,56751,.10083512E-3,.5164E-4,0
SMILE,2026-109A,2026-05-20T14:28:15.129696,14.57174556,.00094249,70.0026,238.8409,266.0763,93.9298,0,U,69123,999,21,.14132749E-4,-.2E-7,0
