name	norad_id	country	epoch	inclination	mean_motion	eccentricity	altitude_km	period_min	rcs_size	object_type	line1	line2	launch_date_x	decay_date_x	launch_date_y	decay_date_y	launch_date	decay_date	sat_name	purpose	detailed_purpose	users	operator	orbit_type	sensor	source	filter_source	commercial_source
FLOCK 4BE 9	60514	US	2026-05-20T05:18:15.680448	97.3788	15.39877453	0.00035644	453.6	93.51	MEDIUM	PAYLOAD	1 60514U 24149AY  26140.22101482  .00011685  00000-0  29602-3 0  9992	2 60514  97.3788 224.2411 0003564  66.0699 294.0920 15.39877453 98016	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 4	62659	US	2026-05-20T05:15:48.582720	97.3951	15.28225175	0.0003874	488.3	94.23	MEDIUM	PAYLOAD	1 62659U 25009BC  26140.21931230  .00006534  00000-0  24025-3 0  9992	2 62659  97.3951 221.6906 0003874  79.4585 280.7091 15.28225175132236	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 1	60518	US	2026-05-20T05:11:24.363744	97.3779	15.41573054	0.00045585	448.6	93.41	MEDIUM	PAYLOAD	1 60518U 24149BC  26140.21625421  .00012512  00000-0  29958-3 0  9993	2 60518  97.3779 224.9384 0004558  55.6325 304.5352 15.41573054 98064	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 5	60559	US	2026-05-20T05:08:35.676384	97.3839	15.39386736	0.00039306	455.1	93.54	MEDIUM	PAYLOAD	1 60559U 24149CV  26140.21430181  .00010765  00000-0  27730-3 0  9999	2 60559  97.3839 223.9638 0003931  62.1460 298.0184 15.39386736 97979	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 8	62613	US	2026-05-20T05:08:07.243008	97.4005	15.2914309	0.00052873	485.5	94.17	MEDIUM	PAYLOAD	1 62613U 25009E   26140.21397272  .00006835  00000-0  24423-3 0  9990	2 62613  97.4005 222.3486 0005287  70.1371 290.0438 15.29143090 74644	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 27	60513	US	2026-05-20T05:07:31.139040	97.3824	15.33907482	0.00048748	471.3	93.88	MEDIUM	PAYLOAD	1 60513U 24149AX  26140.21355485  .00006480  00000-0  19994-3 0  9994	2 60513  97.3824 222.0627 0004875  60.3099 299.8628 15.33907482 97857	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 7	66710	US	2026-05-20T05:03:45.019872	97.419	15.19682053	0.00038998	513.9	94.76		PAYLOAD	1 66710U 25276AW  26140.21093773  .00004456  00000-0  21194-3 0  9996	2 66710  97.4190 214.2031 0003900 114.8895 245.2745 15.19682053 26178	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 6	62660	US	2026-05-20T05:00:14.000832	97.3943	15.28961594	0.00047754	486.1	94.18	MEDIUM	PAYLOAD	1 62660U 25009BD  26140.20849538  .00006453  00000-0  23204-3 0  9990	2 62660  97.3943 221.7886 0004775  83.5385 276.6398 15.28961594132227	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 7	60481	US	2026-05-20T04:58:45.399360	97.3755	15.39069295	0.00025371	456	93.56	MEDIUM	PAYLOAD	1 60481U 24149P   26140.20746990  .00016890  00000-0  43811-3 0  9993	2 60481  97.3755 223.0648 0002537  35.5680 324.5734 15.39069295 97942	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 14	62667	US	2026-05-20T04:58:16.260960	97.4025	15.28614559	0.00056077	487.1	94.2	MEDIUM	PAYLOAD	1 62667U 25009BL  26140.20713265  .00007023  00000-0  25492-3 0  9999	2 62667  97.4025 222.1687 0005608  69.6114 290.5727 15.28614559 74627	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 28	60519	US	2026-05-20T04:58:08.466816	97.3747	15.43841503	0.00045677	441.9	93.27	MEDIUM	PAYLOAD	1 60519U 24149BD  26140.20704244  .00013721  00000-0  30436-3 0  9990	2 60519  97.3747 225.5679 0004568  49.6507 310.5140 15.43841503 98128	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 22	66725	US	2026-05-20T04:53:20.799744	97.4175	15.19789845	0.00042557	513.6	94.75		PAYLOAD	1 66725U 25276BM  26140.20371296  .00004513  00000-0  21394-3 0  9996	2 66725  97.4175 214.1822 0004256 118.4933 241.6732 15.19789845 26175	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 17	60492	US	2026-05-20T04:53:10.057632	97.3771	15.38888041	0.00027264	456.5	93.57	MEDIUM	PAYLOAD	1 60492U 24149AA  26140.20358863  .00011780  00000-0  30821-3 0  9993	2 60492  97.3771 223.3710 0002726  34.9226 325.2197 15.38888041 97953	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 5	66708	TWN	2026-05-20T04:52:47.830368	97.4183	15.2025951	0.00022771	512.2	94.72		PAYLOAD	1 66708U 25276AU  26140.20333137  .00004113  00000-0  19268-3 0  9992	2 66708  97.4183 214.3554 0002277  91.6517 268.4979 15.20259510 26184	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 30	62679	US	2026-05-20T04:52:10.718112	97.392	15.30068716	0.00044725	482.7	94.11	MEDIUM	PAYLOAD	1 62679U 25009BY  26140.20290183  .00026381  00000-0  90673-3 0  9992	2 62679  97.3920 221.5850 0004472  87.7365 272.4388 15.30068716132263	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 22	62645	US	2026-05-20T04:50:54.548736	97.4007	15.28656131	0.00032948	487	94.2	MEDIUM	PAYLOAD	1 62645U 25009AN  26140.20202024  .00007076  00000-0  25658-3 0  9993	2 62645  97.4007 222.3654 0003295  65.6351 294.5232 15.28656131 74647	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 27	62641	US	2026-05-20T04:47:26.818080	97.3934	15.28690931	0.00033325	486.9	94.2	MEDIUM	PAYLOAD	1 62641U 25009AJ  26140.19961595  .00007214  00000-0  26123-3 0  9994	2 62641  97.3934 221.7683 0003333  74.4182 285.7426 15.28690931 74620	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 20	60489	US	2026-05-20T04:45:59.925600	97.3695	15.37253614	0.00035615	461.4	93.67	MEDIUM	PAYLOAD	1 60489U 24149X   26140.19861025  .00009725  00000-0  26868-3 0  9998	2 60489  97.3695 222.1266 0003562  34.2583 325.8891 15.37253614 97919	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 13	62621	US	2026-05-20T04:41:53.796192	97.3966	15.40701123	0.00034051	451.2	93.46	MEDIUM	PAYLOAD	1 62621U 25009N   26140.19576153  .00049864  00000-0  12169-2 0  9995	2 62621  97.3966 223.0400 0003405  86.8537 273.3098 15.40701123 74680	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 13	66716	US	2026-05-20T04:41:01.534560	97.4227	15.20339233	0.00024693	512	94.72		PAYLOAD	1 66716U 25276BC  26140.19515665  .00002931  00000-0  13789-3 0  9995	2 66716  97.4227 214.4640 0002469  76.3587 283.7923 15.20339233 26189	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 25	66728	US	2026-05-20T04:40:53.467392	97.4194	15.2032361	0.0001845	512	94.72		PAYLOAD	1 66728U 25276BQ  26140.19506328  .00003649  00000-0  17101-3 0  9993	2 66728  97.4194 214.3984 0001845  81.8826 278.2618 15.20323610 25461	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 17	62681	US	2026-05-20T04:37:21.053856	97.3924	15.28915431	0.00060282	486.2	94.18	MEDIUM	PAYLOAD	1 62681U 25009CA  26140.19260479  .00007710  00000-0  27702-3 0  9996	2 62681  97.3924 221.7366 0006028  82.6559 277.5366 15.28915431132277	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 30	58286	US	2026-05-20T04:36:50.891616	97.3931	15.55655294	0.00045626	407.4	92.56	MEDIUM	PAYLOAD	1 58286U 23174AG  26140.19225569  .00030231  00000-0  44057-3 0  9990	2 58286  97.3931 231.5788 0004563 225.7890 134.2990 15.55655294141447	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 1	62666	US	2026-05-20T04:36:25.680096	97.4021	15.29012645	0.00055125	485.9	94.18	MEDIUM	PAYLOAD	1 62666U 25009BK  26140.19196389  .00008124  00000-0  29087-3 0  9995	2 62666  97.4021 222.3212 0005513  74.3876 285.7973 15.29012645 74630	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 15	60491	US	2026-05-20T04:36:23.208192	97.3691	15.53424884	0.00029023	413.9	92.7	MEDIUM	PAYLOAD	1 60491U 24149Z   26140.19193528  .00091560  00000-0  14331-2 0  9996	2 60491  97.3691 224.6495 0002902 133.6827 226.4668 15.53424884 98074	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 19	60563	US	2026-05-20T04:32:38.542272	97.3741	15.43092121	0.00045391	444.1	93.32	MEDIUM	PAYLOAD	1 60563U 24149CZ  26140.18933498  .00013155  00000-0  29933-3 0  9992	2 60563  97.3741 225.2563 0004539  51.7893 308.3763 15.43092121 98108	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 16	58271	US	2026-05-20T04:32:12.225696	97.3825	15.479126	0.00049658	430	93.03	MEDIUM	PAYLOAD	1 58271U 23174R   26140.18903039  .00015904  00000-0  30672-3 0  9996	2 58271  97.3825 227.6774 0004966 251.2502 108.8210 15.47912600141243	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 29	62642	US	2026-05-20T04:31:19.310016	97.4019	15.28817289	0.00037272	486.5	94.19	MEDIUM	PAYLOAD	1 62642U 25009AK  26140.18841794  .00008989  00000-0  32352-3 0  9993	2 62642  97.4019 222.2966 0003727  60.8611 299.3002 15.28817289 74627	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 28	66731	US	2026-05-20T04:27:26.919936	97.4182	15.19289045	0.00061722	515.1	94.78		PAYLOAD	1 66731U 25276BT  26140.18572824  .00003827  00000-0  18450-3 0  9996	2 66731  97.4182 214.0728 0006172 107.9858 252.2050 15.19289045 26169	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 25	62646	US	2026-05-20T04:23:51.023616	97.4014	15.28828633	0.00031021	486.4	94.19	MEDIUM	PAYLOAD	1 62646U 25009AP  26140.18322944  .00006852  00000-0  24723-3 0  9998	2 62646  97.4014 222.4029 0003102  75.9811 284.1774 15.28828633 74649	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 7	62624	US	2026-05-20T04:22:48.096768	97.3943	15.28659431	0.00040569	487	94.2	MEDIUM	PAYLOAD	1 62624U 25009R   26140.18250112  .00008265  00000-0  29914-3 0  9998	2 62624  97.3943 221.6718 0004057  78.2648 281.9046 15.28659431 74628	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 4	66707	US	2026-05-20T04:16:29.632800	97.4227	15.19349489	0.00063234	514.9	94.78		PAYLOAD	1 66707U 25276AT  26140.17812075  .00003943  00000-0  18970-3 0  9999	2 66707  97.4227 214.1882 0006323 100.8438 259.3509 15.19349489 26164	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 13	60512	US	2026-05-20T04:15:38.985120	97.372	15.41059384	0.00040902	450.1	93.44	MEDIUM	PAYLOAD	1 60512U 24149AW  26140.17753455  .00010224  00000-0  24943-3 0  9998	2 60512  97.3720 224.3158 0004090  32.0764 328.0731 15.41059384 98050	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 29	60509	US	2026-05-20T04:13:25.879872	97.3807	15.43133815	0.00034519	444	93.32	MEDIUM	PAYLOAD	1 60509U 24149AT  26140.17599398  .00013158  00000-0  29903-3 0  9998	2 60509  97.3807 225.6489 0003452  65.3710 294.7897 15.43133815 98094	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 23	66726	US	2026-05-20T04:13:08.024448	97.4242	15.19381381	0.00062013	514.8	94.78		PAYLOAD	1 66726U 25276BN  26140.17578732  .00004198  00000-0  20155-3 0  9990	2 66726  97.4242 214.2241 0006201  96.2935 263.9007 15.19381381 26168	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 9	62622	US	2026-05-20T04:12:06.562944	97.3958	15.2751933	0.00060067	490.4	94.27	MEDIUM	PAYLOAD	1 62622U 25009P   26140.17507596  .00006409  00000-0  24072-3 0  9994	2 62622  97.3958 221.3421 0006007  74.3212 285.8690 15.27519330 74586	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 33	66736	US	2026-05-20T04:11:43.796544	97.4225	15.20573908	0.00032459	511.2	94.7		PAYLOAD	1 66736U 25276BY  26140.17481246  .00003698  00000-0  17200-3 0  9995	2 66736  97.4225 214.4902 0003246  61.7810 298.3753 15.20573908 26183	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 16	66719	US	2026-05-20T04:08:50.912736	97.4238	15.19435365	0.00061006	514.7	94.77		PAYLOAD	1 66719U 25276BF  26140.17281149  .00004328  00000-0  20739-3 0  9998	2 66719  97.4238 214.2182 0006101 102.1761 258.0158 15.19435365 26166	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 14	60517	US	2026-05-20T04:07:20.716320	97.3695	15.40044707	0.00049868	453.1	93.5	MEDIUM	PAYLOAD	1 60517U 24149BB  26140.17176755  .00012424  00000-0  31281-3 0  9992	2 60517  97.3695 223.7146 0004987  55.6424 304.5294 15.40044707 98016	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 21	62651	US	2026-05-20T04:06:09.613440	97.399	15.30024175	0.00028628	482.9	94.12	MEDIUM	PAYLOAD	1 62651U 25009AU  26140.17094460  .00008703  00000-0  30202-3 0  9998	2 62651  97.3990 222.7486 0002863  78.7205 281.4357 15.30024175 74670	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 33	62685	US	2026-05-20T04:04:43.470912	97.3945	15.25100127	0.0007049	497.6	94.42	MEDIUM	PAYLOAD	1 62685U 25009CE  26140.16994758  .00004443  00000-0  18031-3 0  9996	2 62685  97.3945 220.3692 0007049  77.0327 283.1697 15.25100127 74535	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 14	66717	US	2026-05-20T04:04:27.638976	97.4209	15.20656619	0.00021929	511	94.7		PAYLOAD	1 66717U 25276BD  26140.16976434  .00004049  00000-0  18756-3 0  9999	2 66717  97.4209 214.4652 0002193  78.2746 281.8735 15.20656619 25432	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 30	66733	US	2026-05-20T04:02:59.110080	97.4237	15.19464601	0.00059681	514.6	94.77		PAYLOAD	1 66733U 25276BV  26140.16873970  .00004146  00000-0  19866-3 0  9999	2 66733  97.4237 214.2173 0005968 107.1715 253.0173 15.19464601 26162	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 10	66713	US	2026-05-20T04:00:08.454528	97.4195	15.19473113	0.0006209	514.6	94.77		PAYLOAD	1 66713U 25276AZ  26140.16676452  .00004194  00000-0  20082-3 0  9998	2 66713  97.4195 214.1275 0006209 101.4138 258.7795 15.19473113 26160	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 24	66727	US	2026-05-20T03:56:37.898592	97.424	15.19482146	0.0005658	514.5	94.77		PAYLOAD	1 66727U 25276BP  26140.16432753  .00004400  00000-0  21052-3 0  9995	2 66727  97.4240 214.2362 0005658 107.8202 252.3650 15.19482146 26169	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 20	66723	US	2026-05-20T03:55:21.682560	97.4218	15.2081324	0.00036679	510.5	94.69		PAYLOAD	1 66723U 25276BK  26140.16344540  .00005273  00000-0  24216-3 0  9991	2 66723  97.4218 214.4938 0003668  62.1634 297.9973 15.20813240 25439	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 11	66714	US	2026-05-20T03:53:29.022144	97.4204	15.21778245	0.00045471	507.6	94.63		PAYLOAD	1 66714U 25276BA  26140.16214146  .00009998  00000-0  44346-3 0  9993	2 66714  97.4204 214.4765 0004547 112.7492 247.4225 15.21778245 26182	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 19	66722	US	2026-05-20T03:44:55.164192	97.4181	15.20685873	0.00025679	510.9	94.69		PAYLOAD	1 66722U 25276BJ  26140.15619403  .00004411  00000-0  20389-3 0  9992	2 66722  97.4181 214.4194 0002568  66.4157 293.7347 15.20685873 25478	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 4	58327	US	2026-05-20T03:44:22.123104	97.3821	15.4734095	0.00047128	431.6	93.06	MEDIUM	PAYLOAD	1 58327U 23174BZ  26140.15581161  .00015761  00000-0  31004-3 0  9994	2 58327  97.3821 227.2754 0004713 248.1854 111.8895 15.47340950141224	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 17	66720	US	2026-05-20T03:42:57.560832	97.4219	15.21967181	0.00042597	507	94.61		PAYLOAD	1 66720U 25276BG  26140.15483288  .00012051  00000-0  53081-3 0  9994	2 66720  97.4219 214.5390 0004260  77.1380 283.0331 15.21967181 26185	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 12	66715	US	2026-05-20T03:39:59.220000	97.4191	15.20113618	0.00036615	512.6	94.73		PAYLOAD	1 66715U 25276BB  26140.15276875  .00004514  00000-0  21201-3 0  9994	2 66715  97.4191 214.2870 0003661  80.3455 279.8194 15.20113618 26481	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 27	66730	US	2026-05-20T03:39:48.464064	97.4168	15.20110874	0.00022498	512.6	94.73		PAYLOAD	1 66730U 25276BS  26140.15264426  .00009024  00000-0  42057-3 0  9993	2 66730  97.4168 214.2449 0002250  88.8627 271.2866 15.20110874 26170	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-41 (C PAYNE-G)	56944	ARGN	2026-05-20T15:42:07.809120	97.5488	15.29977967	0.00079502	483	94.12	MEDIUM	PAYLOAD	1 56944U 23084N   26140.65425705  .00008107  00000-0  28178-3 0  9997	2 56944  97.5488 276.9302 0007950  68.6609 291.5479 15.29977967163577	2023-06-12		2023-06-12		2023-06-12								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-42 (M WONENBURGER)	56966	ARGN	2026-05-20T15:13:01.894944	97.5694	15.44041866	0.00051196	441.3	93.26	MEDIUM	PAYLOAD	1 56966U 23084AL  26140.63404971  .00016337  00000-0  35950-3 0  9991	2 56966  97.5694 283.5745 0005120   0.0884   0.0363 15.44041866163827	2023-06-12		2023-06-12		2023-06-12								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-54(BRANCA MARQUES)	68442	ARGN	2026-05-20T14:44:56.120352	97.4531	15.17432321	0.0005357	520.7	94.9		PAYLOAD	1 68442U 26067AC  26140.61453843  .00003479  00000-0  17723-3 0  9998	2 68442  97.4531  99.4248 0005357 143.4728 216.6871 15.17432321  7759	2026-03-30		2026-03-30		2026-03-30								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-40 (C SHOEMAKER)	56943	ARGN	2026-05-20T14:41:51.041184	97.4852	15.70814314	0.00018249	363.7	91.67	MEDIUM	PAYLOAD	1 56943U 23084M   26140.61239631  .00061936  00000-0  49724-3 0  9992	2 56943  97.4852 285.0497 0001825 329.4415  30.6741 15.70814314164470	2023-06-12		2023-06-12		2023-06-12								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-44 MARIA MITCHELL	59122	ARGN	2026-05-20T14:39:14.392800	97.5422	15.29942972	0.00060401	483.1	94.12	MEDIUM	PAYLOAD	1 59122U 24043AA  26140.61058325  .00007542  00000-0  26274-3 0  9997	2 59122  97.5422 280.4582 0006040 339.1073  20.9919 15.29942972123056	2024-03-04		2024-03-04		2024-03-04								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-45 (UZMASAT-1)	62640	ARGN	2026-05-20T12:38:54.421728	97.3594	15.30012575	0.00034319	482.9	94.12	MEDIUM	PAYLOAD	1 62640U 25009AH  26140.52701877  .00006458  00000-0  22488-3 0  9994	2 62640  97.3594 221.9851 0003432  83.3837 276.7794 15.30012575 74696	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-51 (YVONNE BRILL)	66740	ARGN	2026-05-20T12:15:52.447680	97.4211	15.19899732	0.0004804	513.3	94.74		PAYLOAD	1 66740U 25276CC  26140.51102370  .00004049  00000-0  19168-3 0  9992	2 66740  97.4211 214.6236 0004804  95.1531 265.0252 15.19899732 26221	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-50 (NANCY ROMAN)	60493	ARGN	2026-05-20T11:54:26.607456	97.3785	15.29320757	0.00018158	485	94.16	MEDIUM	PAYLOAD	1 60493U 24149AB  26140.49614129  .00006569  00000-0  23362-3 0  9996	2 60493  97.3785 221.9561 0001816 310.0396  50.0685 15.29320757 97895	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-48 (H. LEAVITT)	60498	ARGN	2026-05-20T11:48:37.416672	97.3903	15.2993811	0.00043006	483.1	94.12	MEDIUM	PAYLOAD	1 60498U 24149AG  26140.49209973  .00006800  00000-0  23720-3 0  9994	2 60498  97.3903 222.1322 0004301  35.9323 324.2206 15.29938110 97900	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-49(K.VON NEUMANN)	60500	ARGN	2026-05-20T11:17:59.513280	97.3775	15.29981458	0.00033025	483	94.12	MEDIUM	PAYLOAD	1 60500U 24149AJ  26140.47082770  .00006243  00000-0  21769-3 0  9992	2 60500  97.3775 221.9476 0003302  68.6059 291.5534 15.29981458 97898	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-47	66743	ARGN	2026-05-20T10:50:18.760128	97.4193	15.19947095	0.00034212	513.1	94.74		PAYLOAD	1 66743U 25276CF  26140.45160602  .00003767  00000-0  17831-3 0  9991	2 66743  97.4193 214.5145 0003421 100.6903 259.4718 15.19947095 26219	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-52	66692	ARGN	2026-05-20T10:10:46.022592	97.421	15.19390689	0.00047314	514.8	94.78		PAYLOAD	1 66692U 25276AC  26140.42414378  .00003835  00000-0  18439-3 0  9994	2 66692  97.4210 214.4431 0004731 107.3443 252.8310 15.19390689 26202	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
NUSAT-53 (JANE GOODALL)	68432	ARGN	2026-05-20T07:46:29.985888	97.455	15.18244985	0.00042525	518.3	94.85		PAYLOAD	1 68432U 26067S   26140.32395817  .00003514  00000-0  17489-3 0  9990	2 68432  97.4550  99.2127 0004252 106.5838 253.5864 15.18244985  7714	2026-03-30		2026-03-30		2026-03-30								OPT_SM		KEYWORD_NEW	KEYWORD
PELICAN-9 3010	69019	US	2026-05-20T15:27:30.752352	97.4066	15.20346412	0.00065454	511.9	94.72		PAYLOAD	1 69019U 26100AR  26140.64410593  .00001507  00000-0  72397-4 0  9994	2 69019  97.4066  38.9603 0006545 114.1502 246.0419 15.20346412  2626	2026-05-03		2026-05-03		2026-05-03								OPT_SM		KEYWORD_NEW	KEYWORD
PELICAN-7 300E	69017	US	2026-05-20T06:00:04.106592	97.4074	15.20197927	0.0006173	512.4	94.72		PAYLOAD	1 69017U 26100AP  26140.25004753  .00001511  00000-0  72902-4 0  9993	2 69017  97.4074  38.5767 0006173 113.6181 246.5703 15.20197927  2563	2026-05-03		2026-05-03		2026-05-03								OPT_SM		KEYWORD_NEW	KEYWORD
PELICAN-2 3009	62631	US	2026-05-20T05:56:18.288096	97.315	15.40588989	0.0002563	451.5	93.47	LARGE	PAYLOAD	1 62631U 25009Y   26140.24743389  .00000211  00000-0  72235-5 0  9995	2 62631  97.3150 231.1418 0002563  58.4435 301.7062 15.40588989 75255	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
PELICAN-5 300C	66667	US	2026-05-20T04:50:50.760096	97.4141	15.28750867	0.0004969	486.7	94.19		PAYLOAD	1 66667U 25276B   26140.20197639  .00007070  00000-0  25557-3 0  9994	2 66667  97.4141 215.2734 0004969  83.3848 276.7957 15.28750867 26241	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
PELICAN-4 300B	65316	US	2026-05-20T04:49:32.709792	97.1987	15.40678621	0.0002171	451.2	93.47	MEDIUM	PAYLOAD	1 65316U 25188B   26140.20107303  .00000807  00000-0  21773-4 0  9993	2 65316  97.1987 216.9216 0002171  96.2387 263.9107 15.40678621 41000	2025-08-26		2025-08-26		2025-08-26								OPT_SM		KEYWORD_NEW	KEYWORD
PELICAN-6 300D	66703	US	2026-05-20T04:45:59.397696	97.4139	15.29111539	0.00010179	485.6	94.17		PAYLOAD	1 66703U 25276AP  26140.19860414  .00003239  00000-0  11734-3 0  9996	2 66703  97.4139 215.4428 0001018  35.7266 324.4042 15.29111539 26253	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
PELICAN-3 300A	65315	US	2026-05-20T04:27:08.553024	97.1967	15.40735166	0.00025719	451.1	93.46	MEDIUM	PAYLOAD	1 65315U 25188A   26140.18551566  .00006020  00000-0  14931-3 0  9993	2 65315  97.1967 216.7582 0002572 111.3541 248.7981 15.40735166 41006	2025-08-26		2025-08-26		2025-08-26								OPT_SM		KEYWORD_NEW	KEYWORD
