w_mentions,w_goldstein,w_tone,w_geo,w_zscore,f1,precision,recall,best_threshold
0.0,0.0,0.4,0.1,0.5,0.2816901408450704,0.32,0.25157232704402516,0.2
0.0,0.0,0.4,0.2,0.4,0.2941176470588235,0.30612244897959184,0.2830188679245283,0.2
0.0,0.0,0.4,0.3,0.3,0.2706766917293233,0.3364485981308411,0.22641509433962265,0.25
0.0,0.0,0.4,0.4,0.2,0.27177700348432055,0.3046875,0.24528301886792453,0.25
0.0,0.0,0.4,0.5,0.1,0.26046511627906976,0.2066420664206642,0.3522012578616352,0.15
0.0,0.0,0.4,0.6,0.0,0.2524271844660194,0.26,0.24528301886792453,0.3
0.0,0.0,0.5,0.0,0.5,0.2706766917293233,0.225,0.33962264150943394,0.15
0.0,0.0,0.5,0.1,0.4,0.2736318407960199,0.22633744855967078,0.34591194968553457,0.1
0.0,0.0,0.5,0.2,0.3,0.27586206896551724,0.3053435114503817,0.25157232704402516,0.25
0.0,0.0,0.5,0.3,0.2,0.2724252491694352,0.2887323943661972,0.2578616352201258,0.25
0.0,0.0,0.5,0.4,0.1,0.2589928057553957,0.3025210084033613,0.22641509433962265,0.3
0.0,0.0,0.5,0.5,0.0,0.26297577854671284,0.2923076923076923,0.2389937106918239,0.3
0.0,0.0,0.6,0.0,0.4,0.2706766917293233,0.225,0.33962264150943394,0.1
0.0,0.0,0.6,0.1,0.3,0.27,0.22406639004149378,0.33962264150943394,0.1
0.0,0.0,0.6,0.2,0.2,0.26706231454005935,0.25280898876404495,0.2830188679245283,0.25
0.0,0.0,0.6,0.3,0.1,0.27303754266211605,0.29850746268656714,0.25157232704402516,0.3
0.0,0.0,0.6,0.4,0.0,0.2570093457943925,0.20446096654275092,0.34591194968553457,0.15
0.0,0.0,0.7,0.0,0.3,0.271356783919598,0.22594142259414227,0.33962264150943394,0.1
0.0,0.0,0.7,0.1,0.2,0.271356783919598,0.22594142259414227,0.33962264150943394,0.1
0.0,0.0,0.7,0.2,0.1,0.2695924764890282,0.26875,0.27044025157232704,0.3
0.0,0.0,0.7,0.3,0.0,0.2606516290726817,0.21666666666666667,0.3270440251572327,0.2
0.0,0.0,0.8,0.0,0.2,0.26666666666666666,0.22510822510822512,0.3270440251572327,0.25
0.0,0.0,0.8,0.1,0.1,0.26598465473145777,0.22413793103448276,0.3270440251572327,0.25
0.0,0.0,0.8,0.2,0.0,0.26463104325699743,0.2222222222222222,0.3270440251572327,0.2
0.0,0.0,0.9,0.0,0.1,0.26463104325699743,0.2222222222222222,0.3270440251572327,0.1
0.0,0.0,0.9,0.1,0.0,0.26463104325699743,0.2222222222222222,0.3270440251572327,0.1
0.0,0.0,1.0,0.0,0.0,0.26463104325699743,0.2222222222222222,0.3270440251572327,0.1
0.0,0.1,0.0,0.0,0.9,0.29032258064516125,0.4044943820224719,0.22641509433962265,0.1
0.0,0.1,0.0,0.1,0.8,0.29045643153526973,0.4268292682926829,0.22012578616352202,0.15
0.0,0.1,0.0,0.2,0.7,0.2899628252788104,0.35454545454545455,0.24528301886792453,0.15
0.0,0.1,0.0,0.3,0.6,0.27777777777777773,0.3763440860215054,0.22012578616352202,0.2
0.0,0.1,0.0,0.4,0.5,0.31095406360424027,0.3548387096774194,0.27672955974842767,0.2
0.0,0.1,0.0,0.5,0.4,0.29545454545454547,0.37142857142857144,0.24528301886792453,0.25
0.0,0.1,0.0,0.6,0.3,0.3154121863799283,0.36666666666666664,0.27672955974842767,0.25
0.0,0.1,0.0,0.7,0.2,0.2745098039215686,0.3645833333333333,0.22012578616352202,0.3
0.0,0.1,0.0,0.8,0.1,0.29818181818181816,0.35344827586206895,0.2578616352201258,0.3
0.0,0.1,0.0,0.9,0.0,0.25675675675675674,0.2,0.3584905660377358,0.2
0.0,0.1,0.1,0.0,0.8,0.26294820717131473,0.358695652173913,0.20754716981132076,0.15
0.0,0.1,0.1,0.1,0.7,0.2727272727272727,0.4918032786885246,0.18867924528301888,0.2
0.0,0.1,0.1,0.2,0.6,0.28688524590163933,0.4117647058823529,0.22012578616352202,0.2
0.0,0.1,0.1,0.3,0.5,0.2755555555555556,0.4696969696969697,0.1949685534591195,0.25
0.0,0.1,0.1,0.4,0.4,0.2821316614420063,0.28125,0.2830188679245283,0.2
0.0,0.1,0.1,0.5,0.3,0.2781456953642384,0.2937062937062937,0.2641509433962264,0.25
