SQLDATE,EventRootCode,QuadClass,GLOBALEVENTID,EventCode,Actor1Name,Actor2Name,Actor1CountryCode,Actor2CountryCode,Actor1Type1Code,GoldsteinScale,NumMentions,AvgTone,ActionGeo_Type,ActionGeo_Lat,ActionGeo_Long,SOURCEURL,score_mentions,score_goldstein,score_tone,score_zscore,score_geo,priority_score
2023-04-10,19,4,1094630649,190,CHINESE,TAIWAN,CHN,TWN,MIL,-10.0,310,-2.67644665453947,4,24.0,119.0,https://www.ctvnews.ca/world/china-military-displays-force-toward-taiwan-after-tsai-trip-1.6348646,1.0,0.9999999996428571,0.0,0.18849130896753405,1.0,1.0
2023-04-17,15,4,1096218135,150,CHINA,TAIWAN,CHN,TWN,,-7.2,96,-1.88952300045735,4,24.0,119.0,https://www.france24.com/en/live-news/20230417-us-says-naval-destroyer-sailed-through-taiwan-strait,1.0,0.0,0.0,0.0668494788220025,1.0,1.0
2018-04-19,15,4,748887896,150,CHINA,TAIWAN,CHN,TWN,,-7.2,120,-3.27608966653029,4,24.0,119.0,https://ca.reuters.com/article/topNews/idCAKBN1HQ04G-OCATP,1.0,0.0,0.32346950888675663,0.08768627380063523,1.0,1.0
2022-08-04,19,4,1057179707,194,CHINA,TAIWAN,CHN,TWN,,-10.0,536,-4.77296396357928,4,24.0,119.0,https://www.wkms.org/npr-news/npr-news/2022-08-04/china-fires-waves-of-missiles-over-the-taiwan-strait-raising-tensions-in-the-region,1.0,0.9999999996428571,0.47126558378615196,0.9999999998921218,1.0,1.0
2024-05-25,15,4,1177858959,150,CHINA,TAIWAN,CHN,TWN,,-7.2,231,-3.30091282269956,4,24.0,119.0,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/05/25/chinese-military-drills-around-taiwan-have-ended-state-media,1.0,0.0,0.32592045954818866,0.008844346854457374,1.0,1.0
2020-09-18,15,4,947267181,150,CHINA,TAIWAN,CHN,TWN,,-7.2,176,-0.0314697565937653,4,24.0,119.0,https://www.reuters.com/article/us-taiwan-usa-china/china-says-its-conducting-military-exercises-near-taiwan-strait-idUSKBN2690AS,1.0,0.0,0.0,0.054741611469553766,1.0,1.0
2021-01-19,19,4,965063394,190,TAIWAN,CHINA,TWN,CHN,,-10.0,1406,-1.27178941149846,4,24.0,119.0,https://www.9news.com.au/world/taiwan-stages-military-defence-drill-against-potential-china-attack/2dbe3bab-0ba6-4509-b03b-78b419a4523c,1.0,0.9999999996428571,0.0,0.34814621103354415,1.0,1.0
2024-12-11,15,4,1214951309,150,CHINA,TAIWAN,CHN,TWN,MIL,-7.2,374,-1.23044681504321,4,24.0,119.0,https://www.news4jax.com/news/world/2024/12/11/taiwan-demands-that-china-end-its-military-activity-in-nearby-waters/,1.0,0.0,0.0,0.20003601969893867,1.0,1.0
2016-01-21,19,4,504243485,190,CHINA,TAIWAN,CHN,TWN,MIL,-10.0,134,-2.47693103716613,4,24.0,119.0,http://www.dailymail.co.uk/wires/reuters/article-3409658/China-military-reports-landing-drills-days-Taiwan-election.html,1.0,0.9999999996428571,0.0,0.0,1.0,1.0
2020-12-31,15,4,962106938,151,CHINA,TAIWAN,CHN,TWN,,-7.2,194,-3.27947708981559,4,24.0,119.0,https://www.decaturdaily.com/news/other_news/national/china-accuses-us-of-show-of-force-with-taiwan-strait-passage/article_2a9de986-2b8b-511c-b272-f118c25e7eb3.html,1.0,0.0,0.3238039710834669,0.3419514882020588,1.0,1.0
2020-12-31,15,4,962106020,151,CHINA,TAIWAN,CHN,TWN,,-7.2,1190,-3.20815643839549,4,24.0,119.0,https://www.sfgate.com/news/article/China-accuses-US-of-show-of-force-with-Taiwan-15837534.php,1.0,0.0,0.31676202216368143,0.3419514882020588,1.0,1.0
2023-04-05,19,4,1093667025,194,CHINESE,TAIWAN,CHN,TWN,,-10.0,194,-1.23135928522727,4,24.0,119.0,https://menafn.com/1105949514/China-Conducts-Joint-Patrol-in-Taiwan-Strait-Before-Taiwan-US-Meeting,1.0,0.9999999996428571,0.0,0.13893352631565084,1.0,1.0
2018-06-07,19,4,762313029,190,CHINA,TAIWAN,CHN,TWN,,-10.0,201,-3.32867391068306,4,24.0,119.0,http://www.startribune.com/taiwan-drills-simulate-repulsing-chinese-assault-on-air-base/484810881/,1.0,0.9999999996428571,0.3286614912079525,0.08008365941653951,1.0,1.0
2023-06-11,15,4,1108122147,154,CHINA,TAIWAN,CHN,TWN,,-7.2,100,-0.406446701069402,4,24.0,119.0,https://news.yahoo.com/taiwan-says-10-chinese-warplanes-060949732.html,1.0,0.0,0.0,0.004902250507148482,1.0,1.0
2021-09-23,15,4,1005577898,151,CHINA,TAIWAN,CHN,TWN,,-7.2,360,-1.99604412595443,4,24.0,119.0,https://www.thetelegraph.com/news/article/China-sends-19-fighter-jets-towards-Taiwan-in-16481228.php,1.0,0.0,0.0,0.14935192380496717,1.0,1.0
2023-09-03,19,4,1124496731,192,TAIWAN,CHINA,TWN,CHN,,-9.5,129,-6.76717878129838,4,24.0,119.0,https://mymixfm.com/2023/09/02/thousands-evacuated-flights-cancelled-as-taiwan-girds-for-typhoon-haikui/,1.0,0.8214285711352041,0.6681673030194604,0.002931202333494036,1.0,1.0
2020-12-11,15,4,959057087,150,CHINA,TAIWAN,CHN,TWN,,-7.2,90,0.613858988487387,4,24.0,119.0,https://www.chron.com/news/article/Taiwan-president-launches-new-domestically-made-15793758.php,0.9622641509252403,0.0,0.0,0.0,1.0,0.9905660377313101
2022-08-04,15,4,1057081933,150,BEIJING,TAIWAN,CHN,TWN,,-7.2,90,-3.81557672655331,4,24.0,119.0,https://www.ndtv.com/world-news/chinas-military-drills-after-nancy-pelosi-visit-irresponsible-warns-us-3222946,0.9622641509252403,0.0,0.376736553479351,0.9999999998921218,1.0,0.9905660377313101
2022-08-03,19,4,1056999627,192,TAIWAN,CHINESE,TWN,CHN,,-9.5,90,-1.72564213120754,4,24.0,119.0,https://www.tribuneindia.com/news/world/taiwan-scrambles-jets-as-22-chinese-fighters-cross-taiwan-strait-median-line-418502,0.9622641509252403,0.8214285711352041,0.0,0.41516184893779534,1.0,0.9905660377313101
2018-06-07,15,4,762315696,150,BEIJING,TAIWAN,CHN,TWN,,-7.2,88,-6.49018223163046,4,24.0,119.0,http://www.theprogressnews.com/news/world/taiwan-drills-simulate-repulsing-chinese-assault-on-air-base/article_8b30374d-8a7a-5f16-837c-76aba6ad9fdc.html,0.9245283018693485,0.0,0.6408176432101477,0.08008365941653951,1.0,0.9811320754673372
2020-12-11,15,4,959057088,150,CHINA,TAIWAN,CHN,TWN,,-7.2,86,0.613858988487387,4,24.0,119.0,https://www.chron.com/news/article/Taiwan-president-launches-new-domestically-made-15793758.php,0.8867924528134568,0.0,0.0,0.0,1.0,0.9716981132033642
2021-01-01,15,4,962233831,154,TAIWAN,BEIJING,TWN,CHN,,-7.2,84,0.115314224624676,4,24.0,119.0,https://www.theedgemarkets.com/article/new-years-speech-taiwans-president-again-reaches-out-china,0.849056603757565,0.0,0.0,0.011096973338633884,1.0,0.9622641509393912
2021-06-20,19,4,991058914,190,TAIWAN,CHINA,TWN,CHN,,-10.0,80,-2.43817750677507,4,24.0,119.0,https://www.shanghainews.net/news/269967882/us-donates-25-million-covid-19-vaccine-doses-to-taiwan,0.7735849056457814,0.9999999996428571,0.0,0.0575573945747744,1.0,0.9433962264114454
2021-06-20,19,4,991058574,190,CHINA,TAIWAN,CHN,TWN,,-10.0,80,-2.43817750677507,4,24.0,119.0,https://www.shanghainews.net/news/269967882/us-donates-25-million-covid-19-vaccine-doses-to-taiwan,0.7735849056457814,0.9999999996428571,0.0,0.0575573945747744,1.0,0.9433962264114454
2023-04-10,15,4,1094610399,150,CHINA,TAIWAN,CHN,TWN,,-7.2,76,-2.35908705981088,4,24.0,119.0,https://www.leadertelegram.com/news/world/china-holds-a-second-day-of-military-exercises-around-taiwan/article_8261ae62-24e8-5e58-ab7a-19c52f2704e1.html,0.6981132075339979,0.0,0.0,0.18849130896753405,1.0,0.9245283018834994
2023-07-22,15,4,1116469933,154,TAIWAN,CHINA,TWN,CHN,,-7.2,70,-3.91886055498761,4,24.0,119.0,https://www.stamfordadvocate.com/news/world/article/as-taiwan-prepares-for-anti-invasion-exercises-18255259.php,0.5849056603663225,0.0,0.38693443347052064,0.0,1.0,0.8962264150915806
2023-04-08,15,4,1094326916,150,BEIJING,TAIWAN,CHN,TWN,,-7.2,69,-1.83282096293804,4,24.0,119.0,https://www.usnews.com/news/world/articles/2023-04-07/china-announces-drills-around-taiwan-after-us-speaker-meeting,0.5660377358383767,0.0,0.0,0.1890544655885782,1.0,0.8915094339595941
2022-08-18,15,4,1059093185,150,CHINA,TAIWAN,CHN,TWN,,-7.2,66,-0.367536182566906,4,24.0,119.0,https://www.bbc.co.uk/news/business-62585899,0.509433962254539,0.0,0.0,0.11837830964754018,1.0,0.8773584905636347
2020-11-24,15,4,956083434,150,CHINA,TAIWAN,CHN,TWN,,-7.2,64,-1.28618391014519,4,24.0,119.0,https://siouxcityjournal.com/news/world/taiwans-leader-launches-production-of-domestically-made-sub/article_aa845cc0-d7a8-5db3-980a-107c787c9369.html,0.47169811319864724,0.0,0.0,0.0,1.0,0.8679245282996618
2023-04-11,15,4,1094862366,150,CHINA,TAIWAN,CHN,TWN,,-7.2,59,-2.38735998102051,4,24.0,119.0,https://www.devdiscourse.com/article/law-order/2412143-wrapup-2-chinese-navy-ships-remain-around-taiwan-after-drills-end,0.3773584905589178,0.0,0.0,0.09416257494264269,1.0,0.8443396226397295
2023-04-16,19,4,1096071395,194,CHINA,TAIPEI,CHN,TWN,,-10.0,58,-3.97555398882069,4,24.0,119.0,https://www.thestar.com/news/world/asia/2023/04/16/flights-out-of-taipei-delayed-after-china-launches-satellite.html,0.3584905660309719,0.9999999996428571,0.3925321426499866,0.024894310554215007,1.0,0.839622641507743
2020-08-23,19,4,942341923,190,TAIWAN,CHINA,TWN,CHN,,-10.0,206,-2.0930680782491,4,24.4367,118.318,https://www.reuters.com/article/us-taiwan-defence/with-china-tensions-rising-u-s-joins-taiwan-to-mark-battle-anniversary-idUSKBN25J051,1.0,0.9999999996428571,0.0,0.18708341741492374,0.75,0.8125
2018-04-18,15,4,748575029,150,CHINA,TAIWAN,CHN,TWN,,-7.2,184,-5.18422141666404,4,24.4367,118.318,https://in.reuters.com/article/china-taiwan-drills/taiwan-says-beijing-sabre-rattling-as-china-starts-military-drills-idINKBN1HP0DE,1.0,0.0,0.5118716904304298,0.032778503248832795,0.75,0.8125
2016-07-01,19,4,555720930,194,TAIWAN,CHINA,TWN,CHN,,-10.0,135,-3.95270372852832,4,23.57,119.57,http://www.thehindu.com/news/international/taiwan-mistakenly-fires-supersonic-missile-towards-china/article8796433.ece,1.0,0.9999999996428571,0.3902759887509587,0.2245333327143582,0.75,0.8125
2020-08-23,19,4,942341398,190,CHINA,TAIWAN,CHN,TWN,,-10.0,206,-2.06453445663111,4,24.4367,118.318,https://www.reuters.com/article/us-taiwan-defence/with-china-tensions-rising-u-s-joins-taiwan-to-mark-battle-anniversary-idUSKBN25J051,1.0,0.9999999996428571,0.0,0.18708341741492374,0.75,0.8125
2018-08-23,19,4,781380832,193,CHINA,TAIWAN,CHN,TWN,,-10.0,120,-3.71456143979324,4,24.4367,118.318,https://www.yahoo.com/news/taiwan-marks-60-years-since-china-attack-tensions-062911174.html,1.0,0.9999999996428571,0.366762661271162,0.0,0.75,0.8125
2025-02-27,19,4,1229018127,192,CHINESE,TAIWAN,CHN,TWN,,-9.5,204,-3.98306402370834,4,24.4367,118.318,https://www.ksat.com/news/world/2025/02/27/taiwan-condemns-china-for-conducting-shooting-drills-off-its-coast/,1.0,0.8214285711352041,0.3932736569380871,0.5207537153835693,0.75,0.8125
2015-07-20,19,4,450609552,190,CHINESE,TAIWAN,CHN,TWN,,-10.0,172,-0.0591248470697395,4,24.4367,118.318,http://www.straitstimes.com/asia/east-asia/taiwan-china-sign-landmark-water-agreement-amid-warming-ties,1.0,0.9999999996428571,0.0,0.0,0.75,0.8125
2025-02-27,19,4,1229018129,192,CHINESE,TAIWAN,CHN,TWN,MIL,-9.5,609,-3.98306402370834,4,24.4367,118.318,https://www.ksat.com/news/world/2025/02/27/taiwan-condemns-china-for-conducting-shooting-drills-off-its-coast/,1.0,0.8214285711352041,0.3932736569380871,0.5207537153835693,0.75,0.8125
2023-04-10,19,4,1094683675,195,CHINA,TAIWAN,CHN,TWN,,-10.0,50,-2.25188048202695,4,24.0,119.0,https://www.channel3000.com/news/national-and-world-news/china-appears-to-simulate-first-aircraft-carrier-strike-on-taiwan/article_efea4eec-e491-5671-9220-77ef740002be.html,0.20754716980740479,0.9999999996428571,0.0,0.18849130896753405,1.0,0.8018867924518512
2023-06-24,15,4,1110893126,154,CHINA,TAIWAN,CHN,TWN,MIL,-7.2,50,-2.39143496663885,4,24.0,119.0,https://www.reuters.com/world/asia-pacific/taiwan-says-chinese-air-force-got-within-24-miles-its-coast-2023-06-24/,0.20754716980740479,0.0,0.0,0.0,1.0,0.8018867924518512
2023-04-09,15,4,1094484111,150,CHINESE,TAIWAN,CHN,TWN,,-7.2,45,-2.25808912857809,4,24.0,119.0,https://www.beijingbulletin.com/news/273722510/us-ready-for-war-with-china-congressman,0.11320754716767534,0.0,0.0,0.28901476582391084,1.0,0.7783018867919188
2021-06-18,15,4,990816613,151,TAIPEI,CHINESE,TWN,CHN,,-7.2,44,-0.726349067939097,4,24.0,119.0,https://www.bignewsnetwork.com/news/269944706/chinese-warplanes-enters-taiwan-air-defence-zone,0.09433962263972945,0.0,0.0,0.0,1.0,0.7735849056599323
2022-08-31,19,4,1060917808,193,CHINA,TAIWAN,CHN,TWN,,-10.0,82,-5.50418817937837,4,24.4367,118.318,https://www.record-eagle.com/ap/national/ap-news-summary-at-3-29-a-m-edt/article_1e34d509-a452-5319-868e-ce2622d75fc8.html,0.8113207547016732,0.9999999996428571,0.5434640771262758,0.24649644093507916,0.75,0.7653301886754182
2018-06-07,15,4,762313960,150,TAIWAN,CHINESE,TWN,CHN,,-7.2,42,-8.18330167647637,4,24.0,119.0,http://www.startribune.com/taiwan-drills-simulate-repulsing-chinese-assault-on-air-base/484810881/,0.05660377358383767,0.0,0.8079902700482174,0.08008365941653951,1.0,0.7641509433959595
2023-04-28,19,4,1098809529,190,CHINESE,TAIWAN,CHN,TWN,,-10.0,42,-2.91877354317361,4,24.0,119.0,https://www.msn.com/en-my/news/national/chinese-scorpion-combat-drone-circles-taiwan/ar-AA1asCKi,0.05660377358383767,0.9999999996428571,0.0,0.0,1.0,0.7641509433959595
2023-09-03,19,4,1124496730,192,TAIWAN,CHINA,TWN,CHN,,-9.5,41,-6.68162318745916,4,24.0,119.0,https://mymixfm.com/2023/09/02/thousands-evacuated-flights-cancelled-as-taiwan-girds-for-typhoon-haikui/,0.03773584905589178,0.8214285711352041,0.6597198462222851,0.002931202333494036,1.0,0.759433962263973
2023-04-08,15,4,1094412335,150,CHINESE,TAIWAN,CHN,TWN,MIL,-7.2,41,-1.57436601014033,4,24.0,119.0,https://hungary.postsen.com/world/147848/China-started-shooting-in-the-Taiwan-Strait-in-revenge.html,0.03773584905589178,0.0,0.0,0.1890544655885782,1.0,0.759433962263973
2024-02-03,19,4,1155582663,192,TAIWAN,CHINA,TWN,CHN,,-9.5,40,0.330854886357637,4,24.0,119.0,https://www.latestly.com/agency-news/world-news-taiwan-detects-10-chinese-military-aircraft-five-naval-ships-around-nation-5735908.html,0.01886792452794589,0.8214285711352041,0.0,0.0,1.0,0.7547169811319865
2023-06-24,15,4,1110896280,154,CHINA,TAIWAN,CHN,TWN,MIL,-7.2,40,-2.87159745887501,4,24.0,119.0,https://www.japantimes.co.jp/news/2023/06/24/asia-pacific/chinese-planes-incursion-near-taiwan/,0.01886792452794589,0.0,0.0,0.0,1.0,0.7547169811319865
2025-12-30,15,4,1281489146,150,CHINA,TAIWAN,CHN,TWN,,-7.2,23,-1.3106525376464,4,24.0,119.0,https://www.travelmole.com/news/taiwan-china-air-traffic-disruption/,0.0,0.0,0.0,0.1321756468631213,1.0,0.75
2023-01-09,19,4,1079290706,190,CHINA,TAIWAN,CHN,TWN,,-10.0,20,-1.98509921914177,4,24.0,119.0,https://www.japantimes.co.jp/news/2023/01/09/asia-pacific/china-taiwan-adiz-kevin-mccarthy/,0.0,0.9999999996428571,0.0,0.016446961238553097,1.0,0.75
2025-04-01,15,4,1235444275,150,CHINA,TAIWAN,CHN,TWN,,-7.2,34,-3.69816040033657,4,24.0,119.0,https://www.aljazeera.com/news/2025/4/1/china-stages-military-drills-off-taiwan-in-warning-to-separatists,0.0,0.0,0.3651432806319562,0.1144362133002313,1.0,0.75
2025-10-31,15,4,1271759983,154,XI JINPING,TAIWAN,CHN,TWN,GOV,-7.2,20,-3.91993327773144,4,24.0,119.0,https://www.washingtonexaminer.com/in_focus/3864457/,0.0,0.0,0.38704035032092415,0.0,1.0,0.75
2023-01-09,15,4,1079388814,150,CHINA,TAIWAN,CHN,TWN,MIL,-7.2,24,-0.858715836352877,4,24.0,119.0,https://news.webindia123.com/news/Articles/World/20230109/4024870.html,0.0,0.0,0.0,0.016446961238553097,1.0,0.75
2022-08-05,15,4,1057278580,150,CHINA,TAIWAN,CHN,TWN,,-7.2,26,-2.95451155853841,4,24.0,119.0,https://www.newzimbabwe.com/china-says-military-drills-around-taiwan-are-necessary-reaction-to-us-provocation/,0.0,0.0,0.0,0.4641564749686345,1.0,0.75
2022-08-31,19,4,1060920066,193,TAIWAN,CHINESE,TWN,CHN,,-10.0,20,-5.53110134778013,4,24.0,119.0,https://www.ndtv.com/world-news/taiwan-warns-of-counter-attack-if-china-breaches-territory-3302628,0.0,0.9999999996428571,0.5461213882049203,0.24649644093507916,1.0,0.75
2023-04-17,19,4,1096191620,194,CHINA,TAIPEI,CHN,TWN,,-10.0,38,-4.13500744402833,4,24.0,119.0,https://www.dailyexcelsior.com/flights-out-of-taipei-delayed-after-china-launches-satellite/,0.0,0.9999999996428571,0.40827601296381066,0.0668494788220025,1.0,0.75
2024-03-14,15,4,1163715055,154,TAIWAN,CHINESE,TWN,CHN,,-7.2,24,-0.681188149024462,4,24.0,119.0,https://www.devdiscourse.com/article/international/2858656-taiwan-deploys-forces-after-tracking-chinese-military-aircraft-naval-ships-circling-it,0.0,0.0,0.0,0.0,1.0,0.75
2016-07-01,19,4,555785863,190,CHINA,TAIWANESE,CHN,TWN,,-10.0,20,-4.4822695035461,4,24.0,119.0,http://www.thetimes.co.uk/edition/world/taiwan-navy-launches-anti-ship-missile-at-china-by-mistake-7s2r2tdgj,0.0,0.9999999996428571,0.44256344074541476,0.2245333327143582,1.0,0.75
2022-08-08,15,4,1057700064,150,CHINA,TAIWANESE,CHN,TWN,,-7.2,22,-1.11350091858225,4,24.0,119.0,https://www.foxnews.com/world/china-ramp-military-drills-taiwan-island-hosts-foreign-head-state,0.0,0.0,0.0,0.44810651126887685,1.0,0.75
2024-10-14,15,4,1203935840,150,CHINA,TAIWAN,CHN,TWN,,-7.2,32,-3.27823361859381,4,24.0,119.0,https://www.yahoo.com/news/china-launches-military-exercise-around-061920303.html,0.0,0.0,0.32368119513214505,0.0,1.0,0.75
2024-03-22,15,4,1165246230,154,XI JINPING,TAIWAN,CHN,TWN,GOV,-7.2,20,-2.17917675544794,4,24.0,119.0,https://www.newsmax.com/newsfront/admiral-john-aquilino-china-taiwan/2024/03/21/id/1158161/,0.0,0.0,0.0,0.0,1.0,0.75
2020-09-04,19,4,944759290,193,TAIWAN,CHINESE,TWN,CHN,,-10.0,21,-5.86711711711711,4,24.0,119.0,https://www.indiatoday.in/fact-check/story/no-taiwan-did-not-shoot-down-a-chinese-su-35-fighter-jet-1718774-2020-09-04,0.0,0.9999999996428571,0.5792983970627863,0.0,1.0,0.75
2022-08-03,15,4,1056922793,150,CHINESE,TAIWAN,CHN,TWN,,-7.2,20,-3.79004457030877,4,24.0,119.0,https://www.ndtv.com/world-news/chinese-live-fire-military-drills-threaten-key-ports-urban-areas-taiwan-3219337,0.0,0.0,0.3742155986576265,0.41516184893779534,1.0,0.75
2020-09-04,19,4,944679925,193,TAIWAN,CHINESE,TWN,CHN,,-10.0,24,-7.15093729799612,4,24.0,119.0,https://www.dailymail.co.uk/news/article-8697557/Taiwan-denies-shooting-Chinese-Su-35-fighter-jet-footage-shows-crashed-plane-fire.html,0.0,0.9999999996428571,0.7060582619256001,0.0,1.0,0.75
2023-01-09,15,4,1079299558,150,CHINESE,TAIWAN,CHN,TWN,MIL,-7.2,36,-1.70067153027393,4,24.0,119.0,https://www.cnnphilippines.com:443/world/2023/1/9/chinese-military-exercises-taiwan.html,0.0,0.0,0.0,0.016446961238553097,1.0,0.75
2017-05-25,19,4,658842433,190,TAIWAN,BEIJING,TWN,CHN,,-10.0,36,-5.49609976564431,4,24.0,119.0,http://www.dailymail.co.uk/wires/afp/article-4540320/Taiwan-war-games-simulate-China-invasion.html,0.0,0.9999999996428571,0.5426654557561225,0.002086467401927845,1.0,0.75
2018-01-09,15,4,720817862,152,CHINA,TAIWAN,CHN,TWN,,-7.2,20,-2.018122367546,4,24.0,119.0,https://www.msn.com/en-za/news/other/taiwan-govt-calls-china-e2-80-99s-new-aviation-routes-in-taiwan-strait-e2-80-9cirresponsible-act-e2-80-9d/ar-BBI8Gp7,0.0,0.0,0.0,0.0,1.0,0.75
2022-05-25,15,4,1046123734,150,CHINA,TAIWAN,CHN,TWN,,-7.2,20,-4.57540643375995,4,24.0,119.0,https://www.straitstimes.com/asia/east-asia/china-says-it-conducted-military-exercise-around-taiwan-to-warn-us,0.0,0.0,0.45175945188738126,0.0,1.0,0.75
2023-05-28,15,4,1106633648,151,CHINA,TAIWAN,CHN,TWN,MIL,-7.2,26,-1.85907373908196,4,24.0,119.0,https://www.voanews.com/a/us-canadian-warships-sail-through-taiwan-strait-/7122122.html,0.0,0.0,0.0,0.0,1.0,0.75
2024-08-30,19,4,1195500105,190,CHINA,TAIWAN,CHN,TWN,,-10.0,30,-2.46417530115033,4,24.0,119.0,https://www.yahoo.com/news/taiwan-ministry-says-china-lacks-081323381.html,0.0,0.9999999996428571,0.0,0.0,1.0,0.75
2024-05-23,15,4,1177464214,150,CHINA,TAIWAN,CHN,TWN,,-7.2,38,-3.14116172183239,4,24.0,119.0,https://www.channelnewsasia.com/east-asia/china-taiwan-military-drills-punishment-war-games-4356936,0.0,0.0,0.3101472007544662,0.1406229961787832,1.0,0.75
2021-01-19,19,4,965059065,190,TAIWAN,CHINA,TWN,CHN,MIL,-10.0,30,-2.16431959245117,4,24.0,119.0,https://infotel.ca/newsitem/as-taiwan-china-military/cp1546221171,0.0,0.9999999996428571,0.0,0.34814621103354415,1.0,0.75
2022-07-08,15,4,1053111803,150,CHINA,TAIWAN,CHN,TWN,MIL,-7.2,20,0.0,4,24.0,119.0,https://www.msn.com/en-us/news/world/china-military-holds-exercises-around-taiwan-berates-united-states/ar-AAZlbcb,0.0,0.0,0.0,0.0,1.0,0.75
2015-11-08,19,4,482896217,190,CHINA,TAIWAN,CHN,TWN,GOV,-10.0,20,-1.61880759263253,4,24.0,119.0,http://neurope.eu/wires/analysis-historic-meeting-realizes-long-cherished-hopes-for-taiwan-china/,0.0,0.9999999996428571,0.0,0.031089033385700408,1.0,0.75
2023-04-09,15,4,1094495285,150,CHINA,TAIWAN,CHN,TWN,,-7.2,25,-1.97879842523642,4,24.0,119.0,https://houstonianonline.com/china-has-started-a-three-day-military-exercise-after-taiwans-presidents-visit-to-the-us/,0.0,0.0,0.0,0.28901476582391084,1.0,0.75
2024-05-23,15,4,1177417635,150,CHINA,TAIWAN,CHN,TWN,,-7.2,24,-3.51316861704633,4,24.0,119.0,https://www.swissinfo.ch/eng/taiwan-dispatches-forces-to-areas-around-island-after-china-starts-,0.0,0.0,0.3468778461109423,0.1406229961787832,1.0,0.75
2023-07-23,15,4,1116574553,154,TAIWAN,CHINA,TWN,CHN,,-7.2,29,-4.52606744580974,4,24.0,119.0,https://www.startribune.com/as-taiwan-prepares-for-anti-invasion-exercises-china-sends-dozens-of-warplanes-toward-the-island/600291563/,0.0,0.0,0.4468878946878718,0.0,1.0,0.75
2023-07-23,19,4,1116656794,195,CHINA,TAIWAN,CHN,TWN,,-10.0,25,-4.29712128362435,4,24.0,119.0,https://www.armytimes.com/flashpoints/china/2023/07/23/china-sends-dozens-of-fighter-jets-bombers-toward-taiwan/,0.0,0.9999999996428571,0.42428256022459093,0.0,1.0,0.75
2021-06-19,19,4,991053318,190,TAIWAN,CHINA,TWN,CHN,,-10.0,32,-2.43902439024391,4,24.0,119.0,https://www.birminghamstar.com/news/269967882/us-donates-25-million-covid-19-vaccine-doses-to-taiwan,0.0,0.9999999996428571,0.0,0.02939956352256803,1.0,0.75
2022-12-27,19,4,1077820513,192,CHINESE,TAIWAN,CHN,TWN,,-9.5,24,0.20491803278689,4,24.0,119.0,https://www.swoknews.com/ap/international/taiwan-extends-mandatory-military-service-amid-china-tension/article_e1f35347-dace-5b3a-9d69-ca07c1176689.html,0.0,0.8214285711352041,0.0,0.0,1.0,0.75
2024-05-27,15,4,1178279035,150,TAIPEI,CHINESE,TWN,CHN,,-7.2,20,-3.71819960861057,4,24.0,119.0,https://www.srilankasource.com/news/274386879/taiwan-issues-alerts-over-china-military-drills-scrambles-jets,0.0,0.0,0.3671218811950279,0.0,1.0,0.75
2021-06-18,15,4,990816614,151,TAIPEI,CHINA,TWN,CHN,,-7.2,32,-0.727971845672576,4,24.0,119.0,https://www.bignewsnetwork.com/news/269944706/chinese-warplanes-enters-taiwan-air-defence-zone,0.0,0.0,0.0,0.0,1.0,0.75
2024-05-24,15,4,1177655789,150,CHINA,TAIWAN,CHN,TWN,,-7.2,38,-2.34376146205723,4,24.0,119.0,https://news.webindia123.com/news/Articles/World/20240524/4200079.html,0.0,0.0,0.0,0.004902250507148482,1.0,0.75
2018-06-07,15,4,762319772,150,TAIWAN,CHINESE,TWN,CHN,MIL,-7.2,26,-7.44186046511629,4,24.0,119.0,http://www.heraldonline.com/news/nation-world/world/article212723774.html,0.0,0.0,0.7347829866953612,0.08008365941653951,1.0,0.75
2021-06-19,19,4,991053165,190,CHINA,TAIWAN,CHN,TWN,,-10.0,32,-2.43902439024391,4,24.0,119.0,https://www.birminghamstar.com/news/269967882/us-donates-25-million-covid-19-vaccine-doses-to-taiwan,0.0,0.9999999996428571,0.0,0.02939956352256803,1.0,0.75
2021-06-20,19,4,991058913,190,TAIWAN,CHINA,TWN,CHN,,-10.0,20,-2.43817750677507,4,24.0,119.0,https://www.shanghainews.net/news/269967882/us-donates-25-million-covid-19-vaccine-doses-to-taiwan,0.0,0.9999999996428571,0.0,0.0575573945747744,1.0,0.75
2021-06-20,19,4,991058573,190,CHINA,TAIWAN,CHN,TWN,,-10.0,20,-2.43817750677507,4,24.0,119.0,https://www.shanghainews.net/news/269967882/us-donates-25-million-covid-19-vaccine-doses-to-taiwan,0.0,0.9999999996428571,0.0,0.0575573945747744,1.0,0.75
2024-05-28,15,4,1178298598,150,TAIPEI,CHINESE,TWN,CHN,,-7.2,20,-3.71819960861057,4,24.0,119.0,https://www.2lt.com.au/responding-to-chinas-military-drills-taiwan-mobilizes-jets-missiles/,0.0,0.0,0.3671218811950279,0.03249692493831073,1.0,0.75
2023-06-11,15,4,1108118696,154,CHINA,TAIWAN,CHN,TWN,,-7.2,35,-1.87079118643691,4,24.0,119.0,https://www.reuters.com/world/asia-pacific/taiwan-says-10-chinese-warplanes-cross-straits-median-line-2023-06-11/,0.0,0.0,0.0,0.004902250507148482,1.0,0.75
