SQLDATE,EventRootCode,QuadClass,GLOBALEVENTID,EventCode,Actor1Name,Actor2Name,Actor1CountryCode,Actor2CountryCode,Actor1Type1Code,GoldsteinScale,NumMentions,AvgTone,ActionGeo_Type,ActionGeo_Lat,ActionGeo_Long,SOURCEURL,score_mentions,score_goldstein,score_tone,score_zscore,score_geo,priority_score
2024-10-24,19,4,1206014328,190,TAIWAN,CHINA,TWN,CHN,GOV,-10.0,36,-5.37792905235484,4,24.4367,118.318,https://www.yahoo.com/news/taiwan-president-visit-frontline-islands-105319359.html,0.0,0.9999999996428571,0.5309976973968019,0.0,0.75,0.5625
2022-08-04,19,4,1057152655,194,CHINA,TAIWAN,CHN,TWN,,-10.0,33,-3.67480882820123,4,24.4367,118.318,https://www.business-standard.com/article/international/china-fires-11-ballistic-missiles-near-taiwan-in-biggest-test-in-decades-122080400936_1.html,0.0,0.9999999996428571,0.3628376289742737,0.9999999998921218,0.75,0.5625
2024-07-24,15,4,1188854932,150,TAIWAN,CHINA,TWN,CHN,MIL,-7.2,36,-1.82026211774496,4,23.57,119.57,https://www.bignewsnetwork.com/news/274467289/taiwan-armed-forces-conduct-anti-landing-exercise-as-han-kuang-war-games-enter-day-3,0.0,0.0,0.0,0.0,0.75,0.5625
2022-03-20,19,4,1034833364,195,SHENYANG,TAIWAN,CHN,TWN,,-10.0,25,-0.901859803813927,4,25.0177,121.174,https://news.webindia123.com/news/Articles/World/20220320/3921519.html,0.0,0.9999999996428571,0.0,0.0,0.75,0.5625
2023-04-09,15,4,1094540155,150,CHINA,TAIWAN,CHN,TWN,,-7.2,30,-2.27441860215904,4,25.0177,121.174,https://www.dailysabah.com/world/asia-pacific/china-simulates-hitting-taiwan-as-drills-around-island-continue,0.0,0.0,0.0,0.28901476582391084,0.75,0.5625
2025-04-02,19,4,1235672749,195,SHANDONG,TAIWAN,CHN,TWN,,-10.0,20,-2.22308393361025,4,25.0177,121.174,https://www.bignewsnetwork.com/news/278140739/pla-deploys-shandong-aircraft-carrier-to-simulate-strikes-in-areas-to-east-of-taiwan-island,0.0,0.9999999996428571,0.0,0.009689081786023566,0.75,0.5625
2023-04-09,19,4,1094500958,190,CHINA,TAIWAN,CHN,TWN,MIL,-10.0,20,-1.89753034936521,4,24.4367,118.318,https://economictimes.indiatimes.com/news/defence/china-simulates-striking-taiwan-on-second-day-of-drills/articleshow/99353110.cms,0.0,0.9999999996428571,0.0,0.28901476582391084,0.75,0.5625
2020-10-30,19,4,953526571,192,BEIJING,TAIWAN,CHN,TWN,,-9.5,24,-4.29390823134061,4,24.4367,118.318,https://economictimes.indiatimes.com/news/defence/china-is-angry-and-acting-more-brutish-taiwan-anxiety-rises-as-sabre-rattling-grows/articleshow/78946432.cms,0.0,0.8214285711352041,0.4239653148039704,0.0,0.75,0.5625
2016-07-01,19,4,555720946,194,TAIWANESE,CHINA,TWN,CHN,MIL,-10.0,25,-3.90639945204382,4,23.57,119.57,http://www.rediff.com/news/report/taiwan-fires-supersonic-missile-at-china-by-error/20160701.htm,0.0,0.9999999996428571,0.38570406823033965,0.2245333327143582,0.75,0.5625
2022-08-31,19,4,1060944885,193,CHINA,TAIWAN,CHN,TWN,,-10.0,20,-3.60531309297913,4,23.57,119.57,https://www.rhyljournal.co.uk/news/national/20861149.taiwan-fires-warning-shots-drones-china/,0.0,0.9999999996428571,0.35597586582667795,0.24649644093507916,0.75,0.5625
2021-10-22,19,4,1010494560,192,CHINA,TAIWAN,CHN,TWN,,-9.5,24,-6.7879800922779,4,24.4367,118.318,https://www.msn.com/en-us/news/world/china-hounds-taiwan-with-greyzone-war-plane-incursions/ar-AAPOD9l,0.0,0.8214285711352041,0.6702211509087559,0.0,0.75,0.5625
2024-05-23,19,4,1177489214,192,TAIWAN,CHINESE,TWN,CHN,,-9.5,22,-3.83812269957941,4,24.4367,118.318,https://edition.cnn.com/2024/05/22/asia/china-military-drills-taiwan-punishment-intl-hnk/,0.0,0.8214285711352041,0.37896266312971677,0.1406229961787832,0.75,0.5625
2014-07-24,19,4,306578373,190,CHINA,TAIWAN,CHN,TWN,,-10.0,20,1.24231711726188,4,23.57,119.57,http://newsok.com/taiwan-airline-suspects-bad-weather-caused-crash/article/feed/714210?custom_click=rss&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Newsok%2FNews+%28NewsOK.com+RSS+-+news%29,0.0,0.9999999996428571,0.0,0.0,0.75,0.5625
2024-05-24,19,4,1177733362,190,TAIWAN,CHINA,TWN,CHN,,-10.0,34,-4.00123204066911,4,24.4367,118.318,https://www.yahoo.com/news/taiwans-kinmen-island-lives-life-123352564.html,0.0,0.9999999996428571,0.3950675026877276,0.004902250507148482,0.75,0.5625
2023-09-18,15,4,1127646374,150,SHANDONG,TAIWAN,CHN,TWN,MIL,-7.2,25,-2.30648369392543,4,25.0177,121.174,https://thedailyblog.co.nz/2023/09/19/guest-blog-ben-morgan-pacific-intelligence-update-30/,0.0,0.0,0.0,0.006591720370280865,0.75,0.5625
2015-12-27,15,4,497483527,150,CHINA,TAIWAN,CHN,TWN,MIL,-7.2,78,-3.42395740824721,4,24.0,121.0,http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2015-12-27-AS--Taiwan-Presidential%20Debate/id-d51e36ae5bb24738b81eb0555ab1657a,0.7358490565898896,0.0,0.3380694468194761,0.21664914001974045,0.5,0.5589622641474724
2015-12-27,15,4,497483528,151,CHINA,TAIWAN,CHN,TWN,MIL,-7.2,78,-3.42395740824721,4,25.0478,121.532,http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2015-12-27-AS--Taiwan-Presidential%20Debate/id-d51e36ae5bb24738b81eb0555ab1657a,0.7358490565898896,0.0,0.3380694468194761,0.21664914001974045,0.5,0.5589622641474724
2018-09-20,15,4,788347002,150,CHINA,TAIWAN,CHN,TWN,,-7.2,78,-3.98324884418297,4,25.0478,121.532,http://www.msn.com/en-us/news/msn/china-ramps-up-cyberattacks-on-taiwan/ar-BBNzu7L,0.7358490565898896,0.0,0.39329190545819676,0.0,0.5,0.5589622641474724
2022-09-28,15,4,1065039933,150,CHINA,TAIWAN,CHN,TWN,,-7.2,78,-1.05220931733471,4,25.0478,121.532,https://kelo.com/2022/09/27/buttigieg-backs-taiwan-participation-in-un-civil-aviation-body/,0.7358490565898896,0.0,0.0,0.0,0.5,0.5589622641474724
2022-10-12,15,4,1067161950,150,CHINA,TAIWAN,CHN,TWN,,-7.2,75,-4.83517183548215,4,25.0478,121.532,https://gazette.com/news/us-world/taiwan-says-china-looking-at-ukraine-war-to-develop-hybrid-strategies/article_8af5f52f-3ca7-5500-936d-fc3603b8d434.html,0.679245283006052,0.0,0.47740776908067817,0.0,0.5,0.5448113207515131
2021-08-17,15,4,999555192,150,CHINA,TAIWAN,CHN,TWN,,-7.2,72,-0.91122129908332,4,25.0478,121.532,https://infotel.ca/newsitem/as-china-taiwan-military-exercises/cp885452668,0.6226415094222143,0.0,0.0,0.0,0.5,0.5306603773555536
2020-02-17,19,4,906436902,190,TAIPEI,CHINA,TWN,CHN,,-10.0,70,-4.17890746908183,4,25.0478,121.532,https://www.rappler.com/world/regions/asia-pacific/251997-taiwan-embraces-mascots-coronavirus-prevention-campaign,0.5849056603663225,0.9999999996428571,0.4126105461999572,0.004620672196626418,0.5,0.5212264150915806
2018-06-26,19,4,767242845,190,BEIJING,TAIWAN,CHN,TWN,,-10.0,69,-2.76602195352977,4,25.0478,121.532,https://www.yahoo.com/news/chinese-warships-drill-waters-near-taiwan-082525706.html,0.5660377358383767,0.9999999996428571,0.0,0.0,0.5,0.5165094339595941
2022-08-04,15,4,1057086896,150,CHINESE,TAIWAN,CHN,TWN,,-7.2,68,-3.51435692186529,4,25.0478,121.532,https://www.nytimes.com/2022/08/03/world/asia/taiwan-china-military-exercises.html,0.5471698113104307,0.0,0.3469951751267272,0.9999999998921218,0.5,0.5117924528276077
2023-04-16,19,4,1096074248,194,CHINA,TAIPEI,CHN,TWN,,-10.0,68,-3.82335245139055,4,25.0478,121.532,https://www.sandiegouniontribune.com/news/nation-world/story/2023-04-15/flights-out-of-taipei-delayed-after-china-launches-satellite,0.5471698113104307,0.9999999996428571,0.37750430105355104,0.024894310554215007,0.5,0.5117924528276077
2020-05-13,15,4,923213379,150,CHINA,TAIWAN,CHN,TWN,,-7.2,68,0.0778383186923176,4,25.0478,121.532,https://www.nytimes.com/aponline/2020/05/12/world/asia/ap-as-taiwan-poll-.html,0.5471698113104307,0.0,0.0,0.0,0.5,0.5117924528276077
2019-11-21,19,4,888049057,193,TAIWAN,CHINA,TWN,CHN,,-10.0,66,-1.20921069468055,4,25.0478,121.532,https://www.cnbc.com/2019/11/21/reuters-america-china-says-taiwan-courting-disaster-after-election-independence-comment.html,0.509433962254539,0.9999999996428571,0.0,0.0,0.5,0.5023584905636347
2026-04-08,19,4,1298158425,192,CHINA,TAIWAN,CHN,TWN,,-9.5,66,1.84771749989141,4,25.0478,121.532,https://aninews.in/news/world/asia/chinas-covert-push-into-taiwan-expands-to-grassroots-military-targets20260408162913/,0.509433962254539,0.8214285711352041,0.0,0.0,0.5,0.5023584905636347
2022-08-07,15,4,1057535736,150,BEIJING,TAIWAN,CHN,TWN,,-7.2,66,-3.8744921375617,4,25.0478,121.532,https://mb.com.ph/2022/08/07/taiwan-accuses-beijing-of-simulating-invasion-as-us-china-relations-nosedive/,0.509433962254539,0.0,0.382553652827834,0.6753402078601823,0.5,0.5023584905636347
2023-04-10,15,4,1094614229,150,CHINA,TAIWAN,CHN,TWN,,-7.2,65,-2.4077764389807,4,25.0478,121.532,https://www.msn.com/en-sg/news/world/china-to-stage-taiwan-live-fire-drills/ar-AA19EMfj,0.49056603772659313,0.0,0.0,0.18849130896753405,0.5,0.4976415094316483
2019-07-15,19,4,859196377,190,TAIWAN,CHINA,TWN,CHN,,-10.0,65,-0.950004747780141,4,25.0478,121.532,https://sg.news.yahoo.com/populist-pro-china-mayor-face-tsai-taiwan-presidential-053306446.html,0.49056603772659313,0.9999999996428571,0.0,0.059246864437906784,0.5,0.4976415094316483
2021-06-17,15,4,990728709,154,CHINESE,TAIWAN,CHN,TWN,MIL,-7.2,64,-2.04114254397411,4,25.0478,121.532,https://www.singaporestar.com/news/269936644/us-congressmen-reintroduce-taiwan-defense-act,0.47169811319864724,0.0,0.0,0.0,0.5,0.4929245282996618
2024-12-11,15,4,1214951308,150,CHINA,TAIWAN,CHN,TWN,MIL,-7.2,63,-1.20572567747153,4,25.0478,121.532,https://www.yahoo.com/news/taiwan-demands-china-end-military-063252539.html,0.45283018867070135,0.0,0.0,0.20003601969893867,0.5,0.48820754716767534
2024-01-09,15,4,1150466105,150,CHINA,TAIWAN,CHN,TWN,,-7.2,62,-0.0176549408076238,4,25.0478,121.532,https://news.yahoo.com/taiwan-ruling-party-candidate-maintain-013214478.html,0.43396226414275546,0.0,0.0,0.0,0.5,0.48349056603568885
2021-11-10,15,4,1013551713,150,BEIJING,TAIWAN,CHN,TWN,,-7.2,61,-1.86342184988694,4,25.0478,121.532,https://fredericksburg.com/news/national/chinese-forces-exercise-near-taiwan-in-response-to-us-visit/article_0b6cf20b-cbf5-5b0c-a474-e44031a0c529.html,0.41509433961480957,0.0,0.0,0.08205470759019395,0.5,0.47877358490370236
2022-01-12,15,4,1022887227,151,SHAANXI,TAIWAN,CHN,TWN,,-7.2,61,-2.16525938366234,4,25.0478,121.532,https://economictimes.indiatimes.com/news/defence/five-chinese-military-planes-enter-taiwans-air-defence-zone/articleshow/88854257.cms,0.41509433961480957,0.0,0.0,0.0,0.5,0.47877358490370236
2021-07-24,15,4,996463875,154,CHINA,TAIWAN,CHN,TWN,,-7.2,60,-5.60666948461088,4,25.0478,121.532,https://www.kimt.com/content/national/574908422.html,0.3962264150868637,0.0,0.5535827188143534,0.0,0.5,0.47405660377171593
2021-10-07,19,4,1008042081,192,CHINA,TAIWAN,CHN,TWN,,-9.5,60,-1.25558318624778,4,25.0478,121.532,https://www.rfi.fr/en/french-senator-calls-taiwan-a-country-in-visit-china-protests,0.3962264150868637,0.8214285711352041,0.0,0.0,0.5,0.47405660377171593
2022-12-25,15,4,1077633882,150,CHINESE,TAIWAN,CHN,TWN,,-7.2,60,-3.3382991930478,4,25.0478,121.532,https://www.taiwansun.com/news/273266288/china-responds-to-us-provocation,0.3962264150868637,0.0,0.3296118575520814,0.0,0.5,0.47405660377171593
2023-04-08,15,4,1094390566,151,BEIJING,TAIPEI,CHN,TWN,,-7.2,60,-2.05123261862185,4,25.0478,121.532,https://www.ibtimes.com/taiwanese-keep-dancing-shadow-china-drills-3684332,0.3962264150868637,0.0,0.0,0.1890544655885782,0.5,0.47405660377171593
2020-12-02,19,4,957411553,192,CHINESE,TAIWAN,CHN,TWN,MIL,-9.5,60,-3.26445293836598,4,25.0478,121.532,https://www.beijingbulletin.com/news/267139883/taipei-could-be-used-as-scapegoat-by-china-joseph-wu,0.3962264150868637,0.8214285711352041,0.32232053949717804,0.0,0.5,0.47405660377171593
2015-08-11,19,4,456722660,190,CHINA,TAIWAN,CHN,TWN,MIL,-10.0,60,-4.84218469690936,4,25.0478,121.532,http://www.perthnow.com.au/news/world/why-is-the-eiffel-tower-among-mock-ups-of-chinas-key-military-targets/story-fnhrvhol-1227478398016?nk=c204f43812d6f268d85d3dd8fe56faa8-1439254031,0.3962264150868637,0.9999999996428571,0.4781001942193811,0.0,0.5,0.47405660377171593
2022-06-01,19,4,1047219080,190,CHINA,TAIWAN,CHN,TWN,,-10.0,60,-1.33090518291882,4,25.0478,121.532,http://www.hngn.com/articles/242455/20220531/joe-biden-warned-critic-taiwan-stance-against-china-will-end.htm,0.3962264150868637,0.9999999996428571,0.0,0.0,0.5,0.47405660377171593
2020-08-24,19,4,942498350,193,TAIPEI,CHINESE,TWN,CHN,,-10.0,59,-0.383020348017063,4,25.0478,121.532,https://uk.reuters.com/article/us-alibaba-taiwan/taiwan-tells-alibaba-to-re-register-taobao-local-site-or-leave-island-idUKKBN25K0X2,0.3773584905589178,0.9999999996428571,0.0,0.0,0.5,0.46933962263972945
2021-10-03,19,4,1007327240,192,XI JINPING,TAIWAN,CHN,TWN,GOV,-9.5,58,-4.7570521182034,4,25.0478,121.532,https://www.chinanationalnews.com/news/271379054/taiwan-slams-largest-ever-incursion-by-chinese-into-air-defence-zone,0.3584905660309719,0.8214285711352041,0.46969450444061345,0.4055881863800452,0.5,0.46462264150774296
2022-06-10,19,4,1048749651,190,TAIWAN,CHINA,TWN,CHN,,-10.0,58,-3.49248263403666,4,25.0478,121.532,https://www.msn.com/en-ca/news/world/us-chinese-defense-ministers-meet-hoping-to-avoid-misunderstandings/ar-AAYiBpt,0.3584905660309719,0.9999999996428571,0.34483538529757135,0.0,0.5,0.46462264150774296
2024-07-22,19,4,1188444559,190,TAIWAN,CHINESE,TWN,CHN,,-10.0,58,-3.19794134180355,4,25.0478,121.532,https://news.webindia123.com/news/Articles/World/20240722/4217404.html,0.3584905660309719,0.9999999996428571,0.31575341964843795,0.007436455301847056,0.5,0.46462264150774296
2022-09-01,15,4,1061060882,150,CHINA,TAIWAN,CHN,TWN,,-7.2,57,-2.15628207930237,4,25.0478,121.532,https://news.antiwar.com/2022/08/31/germany-to-expand-military-presence-in-the-asia-pacific-to-counter-china/,0.339622641503026,0.0,0.0,0.004620672196626418,0.5,0.45990566037575653
2021-10-02,19,4,1007235778,195,BEIJING,TAIWAN,CHN,TWN,,-10.0,57,-4.67549621474031,4,25.0478,121.532,https://www.msn.com/en-us/news/world/taiwan-rebukes-china-over-record-fighter-jet-incursion/ar-AAP3Tag,0.339622641503026,0.9999999996428571,0.4616419629276208,0.04995478019067868,0.5,0.45990566037575653
2024-10-15,15,4,1204119180,150,CHINA,TAIWAN,CHN,TWN,,-7.2,56,-4.60481323688904,4,25.0478,121.532,https://www.gfwadvertiser.ca/china-has-started-military-exercises-around-taiwan/,0.3207547169750801,0.0,0.45466297564110403,0.0,0.5,0.45518867924377004
2025-10-01,19,4,1266148735,190,CHINA,TAIWAN,CHN,TWN,,-10.0,56,-6.18321999891577,4,25.0478,121.532,http://www.cambodiantimes.com/news/278610855/could-china-conduct-a-surprise-invasion-of-taiwan,0.3207547169750801,0.9999999996428571,0.6105092778203308,0.0,0.5,0.45518867924377004
2021-12-03,19,4,1017300519,192,CHINESE,TAIWAN,CHN,TWN,,-9.5,55,3.0817983371406,4,25.0327,121.275,https://www.voanews.com/a/taiwanese-rejecting-china-s-attempts-woo-them-into-reunification/6337742.html,0.30188679244713423,0.8214285711352041,0.0,0.0,0.5,0.45047169811178356
2023-04-10,15,4,1094625451,150,CHINESE,TAIWAN,CHN,TWN,,-7.2,55,-1.75579076786127,4,25.0478,121.532,https://www.theaustralian.com.au/news/latest-news/china-simulates-taiwan-strikes-in-second-day-of-joint-sword-drills/news-story/e8e6671f7cdb7909f8fe6b14c27755b2?nk=d23ff840b38c138ac9f55adc184aca8d-1681092995,0.30188679244713423,0.0,0.0,0.18849130896753405,0.5,0.45047169811178356
2021-06-28,19,4,992418665,190,TAIWAN,CHINA,TWN,CHN,,-10.0,54,-3.23452473717371,4,25.0478,121.532,https://www.aninews.in/news/world/asia/taiwan-to-receive-more-moderna-covid-19-vaccine-doses-on-june-3020210628203500/,0.28301886791918834,0.9999999996428571,0.31936553474244533,0.0,0.5,0.44575471697979707
2021-06-28,19,4,992417793,190,CHINA,TAIWAN,CHN,TWN,,-10.0,54,-3.23452473717371,4,25.0478,121.532,https://www.aninews.in/news/world/asia/taiwan-to-receive-more-moderna-covid-19-vaccine-doses-on-june-3020210628203500/,0.28301886791918834,0.9999999996428571,0.31936553474244533,0.0,0.5,0.44575471697979707
2022-01-05,15,4,1021866968,151,SHAANXI,TAIWAN,CHN,TWN,,-7.2,54,-2.6581893874852,4,25.0478,121.532,https://www.business-standard.com/article/international/7-military-aircrafts-of-chinese-pla-enter-taiwan-s-air-defence-zone-122010500179_1.html,0.28301886791918834,0.0,0.0,0.0,0.5,0.44575471697979707
2022-10-09,19,4,1066766902,190,TAIWAN,CHINA,TWN,CHN,GOV,-10.0,54,1.92049253805816,4,25.0478,121.532,https://news.yahoo.com/taiwan-president-pledge-bolster-combat-150820280.html,0.28301886791918834,0.9999999996428571,0.0,0.0,0.5,0.44575471697979707
2022-08-30,19,4,1060778383,193,TAIPEI,CHINESE,TWN,CHN,,-10.0,54,-4.37769135470099,4,25.0478,121.532,https://www.asianews.it/news-en/Beijing-unleashes-drone-,0.28301886791918834,0.9999999996428571,0.4322377641338093,0.012504864891244203,0.5,0.44575471697979707
2022-10-10,19,4,1066848369,190,CHINA,TAIWAN,CHN,TWN,,-10.0,54,0.640253815378263,4,25.0478,121.532,https://www.wral.com/elon-musks-unsolicited-idea-for-taiwan-welcomed-by-beijing-slammed-in-taipei/20515278/,0.28301886791918834,0.9999999996428571,0.0,0.0,0.5,0.44575471697979707
2022-10-10,19,4,1066848881,190,TAIWAN,CHINA,TWN,CHN,,-10.0,54,0.640253815378263,4,25.0478,121.532,https://www.wral.com/elon-musks-unsolicited-idea-for-taiwan-welcomed-by-beijing-slammed-in-taipei/20515278/,0.28301886791918834,0.9999999996428571,0.0,0.0,0.5,0.44575471697979707
2021-10-17,19,4,1009608497,192,CHINESE,TAIWAN,CHN,TWN,,-9.5,53,-2.45506360991829,4,25.0478,121.532,https://www.taiwansun.com/news/271504345/taiwan-urges-us-to-speed-up-delivery-of-f-16-jets-amid-growing-threat-from-beijing,0.26415094339124245,0.8214285711352041,0.0,0.0,0.5,0.4410377358478106
2022-08-05,19,4,1057333996,194,CHINA,TAIWAN,CHN,TWN,,-10.0,118,-2.42030032500347,5,26.545,117.843,https://www.bignewsnetwork.com/news/272644372/days-after-pelosis-taiwan-visit-china-still-fuming,1.0,0.9999999996428571,0.0,0.4641564749686345,0.25,0.4375
2022-12-08,19,4,1075331452,192,TAIWAN,CHINESE,TWN,CHN,,-9.5,112,-2.80915053591426,4,24.05,123.783,https://news.webindia123.com/news/Articles/World/20221208/4012385.html,1.0,0.8214285711352041,0.0,0.0,0.25,0.4375
2022-08-07,19,4,1057571628,194,TAIWAN,CHINESE,TWN,CHN,,-10.0,93,-4.3010752688172,5,22.4956,120.614,https://www.gazetteseries.co.uk/news/national/20606460.china-keeps-pressure-taiwan-fourth-day-military-drills/,1.0,0.9999999996428571,0.42467296274059746,0.6753402078601823,0.25,0.4375
2023-11-08,15,4,1138823576,154,TAIPEI,CHINA,TWN,CHN,,-7.2,117,-0.638873167927639,4,23.7822,116.151,https://www.voanews.com/a/he-lifeng-china-s-new-economic-czar-or-executor-of-xi-s-orders-/7346253.html,1.0,0.0,0.0,0.0,0.25,0.4375
2024-08-20,19,4,1193619525,194,TAIWAN,CHINA,TWN,CHN,,-10.0,690,-2.39665333502201,4,22.1094,120.874,https://www.ipswichstar.co.uk/news/national/24529294.taiwan-conducts-live-fire-missile-drills-china-ramps-military-threats/,1.0,0.9999999996428571,0.0,0.13808879138408464,0.25,0.4375
2022-08-07,19,4,1057571016,194,TAIWAN,CHINESE,TWN,CHN,,-10.0,235,-4.17586571226863,5,22.4956,120.614,https://www.sfgate.com/news/article/China-keeps-up-pressure-on-Taiwan-with-4th-day-of-17357276.php,1.0,0.9999999996428571,0.41231021388836914,0.6753402078601823,0.25,0.4375
2025-12-30,19,4,1281493287,194,CHINA,TAIWAN,CHN,TWN,,-10.0,52,-3.87466418450235,4,25.0478,121.532,https://nypost.com/2025/12/30/world-news/china-fires-rockets-towards-taiwan-in-war-games-simulating-blockade/,0.24528301886329656,0.9999999996428571,0.38257064013436776,0.1321756468631213,0.5,0.43632075471582416
2021-10-03,19,4,1007329549,192,TAIWAN,CHINESE,TWN,CHN,GOV,-9.5,52,-4.27872860635697,4,25.0478,121.532,https://www.koreatimes.co.kr/www/world/2021/10/683_316381.html,0.24528301886329656,0.8214285711352041,0.4224665323107112,0.4055881863800452,0.5,0.43632075471582416
2019-07-15,19,4,859192707,190,TAIWAN,CHINA,TWN,CHN,,-10.0,51,-0.924952197879822,4,25.0478,121.532,https://www.capitalfm.co.ke/news/2019/07/populist-pro-china-mayor-to-face-tsai-in-taiwan-presidential-clash/,0.22641509433535068,0.9999999996428571,0.0,0.059246864437906784,0.5,0.43160377358383767
2020-09-18,15,4,947280456,150,BEIJING,TAIWAN,CHN,TWN,,-7.2,51,-2.84319645268415,4,25.0478,121.532,http://www.msn.com/en-us/news/world/beijing-holds-military-exercises-near-taiwan-as-us-diplomat-visits/ar-BB19a38H,0.22641509433535068,0.0,0.0,0.054741611469553766,0.5,0.43160377358383767
2016-07-01,19,4,555732533,194,TAIWAN,CHINA,TWN,CHN,,-10.0,50,-4.26631108923983,4,25.0478,121.532,http://tribune.com.pk/story/1134046/taiwan-mistakenly-fires-carrier-killer-missile-towards-china/,0.20754716980740479,0.9999999996428571,0.42124047058092695,0.2245333327143582,0.5,0.4268867924518512
2023-08-19,15,4,1121726392,150,CHINA,TAIWAN,CHN,TWN,,-7.2,50,-2.92840803210553,4,25.0478,121.532,https://www.firstpost.com/world/china-launches-military-exercises-around-taiwan-as-stern-warning-13014322.html,0.20754716980740479,0.0,0.0,0.0,0.5,0.4268867924518512
2023-07-22,15,4,1116468701,154,TAIWAN,CHINA,TWN,CHN,,-7.2,50,-4.21275272043521,4,25.0478,121.532,https://apnews.com/article/taiwan-china-warplanes-military-exercises-548705bdceb0763c654cfd11f9b74dfd,0.20754716980740479,0.0,0.4159523066362708,0.0,0.5,0.4268867924518512
2021-10-18,19,4,1009816384,190,CHINA,TAIWAN,CHN,TWN,,-10.0,50,-2.0425156762556,4,25.0478,121.532,https://www.news.com.au/technology/innovation/military/satellite-photos-show-china-and-taiwan-are-digging-in-amid-rising-tensions/news-story/280c1e419ba68aa873d27b8aa791c0ba,0.20754716980740479,0.9999999996428571,0.0,0.0,0.5,0.4268867924518512
2021-06-20,19,4,991105113,190,TAIWAN,CHINA,TWN,CHN,,-10.0,50,1.82983682983683,4,25.0478,121.532,https://www.aninews.in/news/world/asia/taiwan-receives-25-million-covid-19-vaccine-from-us20210620164358/,0.20754716980740479,0.9999999996428571,0.0,0.0575573945747744,0.5,0.4268867924518512
2025-10-08,15,4,1267475385,152,TAIWAN,CHINA,TWN,CHN,,-7.2,50,0.853737952591822,4,25.0478,121.532,https://aninews.in/news/world/asia/taiwan-tightens-security-to-thwart-chinas-covert-grip-on-medical-supply-chains20251008191821/,0.20754716980740479,0.0,0.0,0.0,0.5,0.4268867924518512
2023-08-12,15,4,1120486471,150,CHINESE,TAIWAN,CHN,TWN,,-7.2,50,-1.65003192117715,4,25.0478,121.532,https://www.nytimes.com/2023/08/12/world/asia/taiwan-us-china-lai-ching-te.html,0.20754716980740479,0.0,0.0,0.0012417324703616537,0.5,0.4268867924518512
2023-04-17,15,4,1096211277,150,BEIJING,TAIWAN,CHN,TWN,,-7.2,50,-2.95152041984943,4,25.0478,121.532,https://www.ibtimes.com/us-says-naval-destroyer-sailed-through-taiwan-strait-3686452,0.20754716980740479,0.0,0.0,0.0668494788220025,0.5,0.4268867924518512
2016-06-27,15,4,554297056,150,TAIWAN,CHINA,TWN,CHN,,-7.2,50,-0.894173675614608,4,25.0478,121.532,https://www.yahoo.com/news/taiwan-test-fire-missiles-us-china-tensions-rise-112351298.html,0.20754716980740479,0.0,0.0,0.06431527402730393,0.5,0.4268867924518512
2021-06-20,19,4,991104743,190,CHINA,TAIWAN,CHN,TWN,,-10.0,50,1.82983682983683,4,25.0478,121.532,https://www.aninews.in/news/world/asia/taiwan-receives-25-million-covid-19-vaccine-from-us20210620164358/,0.20754716980740479,0.9999999996428571,0.0,0.0575573945747744,0.5,0.4268867924518512
2022-08-08,15,4,1057714637,152,TAIWAN,CHINA,TWN,CHN,,-7.2,88,-4.22201627020904,4,23.9769,121.604,https://www.bignewsnetwork.com/news/272647007/china-goes-ballistic-over-taiwan,0.9245283018693485,0.0,0.41686695678351854,0.44810651126887685,0.25,0.41863207546733716
2024-01-08,15,4,1150269056,150,BEIJING,TAIWANESE,CHN,TWN,,-7.2,48,-3.97524613777559,4,25.0478,121.532,http://www.koreatimes.co.kr/www/world/2024/01/501_366490.html,0.169811320751513,0.0,0.39250174652640485,0.0,0.5,0.41745283018787827
2016-12-12,15,4,607599161,150,CHINESE,TAIWAN,CHN,TWN,MIL,-7.2,48,-2.30845976640342,4,25.0478,121.532,https://www.yahoo.com/news/taiwan-frets-being-pawn-trump-set-u-china-120205094.html,0.169811320751513,0.0,0.0,0.04544952722232566,0.5,0.41745283018787827
2015-08-11,19,4,456710372,192,CHINA,TAIWAN,CHN,TWN,,-9.5,48,-5.00340890296591,4,25.0478,121.532,http://www.couriermail.com.au/news/world/why-is-the-eiffel-tower-among-mock-ups-of-chinas-key-military-targets/story-fnihsmjt-1227478398016?nk=6e5fc71aaae463977aa6caf32ea97bde-1439251307,0.169811320751513,0.8214285711352041,0.4940189022103632,0.0,0.5,0.41745283018787827
2020-02-06,19,4,904206686,190,CHINA,TAIWAN,CHN,TWN,,-10.0,48,-2.24748440867858,4,25.0478,121.532,http://news.trust.org/item/20200206131125-u1v42,0.169811320751513,0.9999999996428571,0.0,0.0,0.5,0.41745283018787827
2021-09-20,15,4,1005021735,151,SHAANXI,TAIWAN,CHN,TWN,,-7.2,48,-2.41316419860627,4,25.0478,121.532,https://www.aninews.in/news/world/asia/4-chinese-warplanes-enter-taiwan-air-defence-zone20210920184701/,0.169811320751513,0.0,0.0,0.0,0.5,0.41745283018787827
