w_mentions,w_goldstein,w_tone,w_geo,f1,precision,recall,best_threshold
0.1,0.6,0.0,0.3,0.16243654822335024,0.10666666666666667,0.3404255319148936,0.9
0.1,0.6,0.1,0.2,0.15763546798029554,0.10256410256410256,0.3404255319148936,0.8
0.1,0.6,0.2,0.1,0.10300429184549356,0.057279236276849645,0.5106382978723404,0.7
0.1,0.6,0.3,0.0,0.07518796992481204,0.045662100456621,0.2127659574468085,0.7
0.1,0.7,0.0,0.2,0.16243654822335024,0.10666666666666667,0.3404255319148936,0.9
0.1,0.7,0.1,0.1,0.14400000000000002,0.08866995073891626,0.3829787234042553,0.8
0.1,0.7,0.2,0.0,0.08477842003853565,0.046610169491525424,0.46808510638297873,0.75
0.1,0.8,0.0,0.1,0.17171717171717174,0.11258278145695365,0.3617021276595745,0.9
0.1,0.8,0.1,0.0,0.05825242718446602,0.05357142857142857,0.06382978723404255,0.85
0.1,0.9,0.0,0.0,0.04604853764779091,0.023717948717948717,0.7872340425531915,0.9
0.2,0.0,0.0,0.8,0.1492537313432836,0.08450704225352113,0.6382978723404256,0.65
0.2,0.0,0.1,0.7,0.1492537313432836,0.08450704225352113,0.6382978723404256,0.6
0.2,0.0,0.2,0.6,0.1492537313432836,0.08450704225352113,0.6382978723404256,0.6
0.2,0.0,0.3,0.5,0.175609756097561,0.11392405063291139,0.3829787234042553,0.55
0.2,0.0,0.4,0.4,0.16289592760180996,0.10344827586206896,0.3829787234042553,0.45
0.2,0.0,0.5,0.3,0.14634146341463417,0.0949367088607595,0.3191489361702128,0.4
0.2,0.0,0.6,0.2,0.11640211640211641,0.06646525679758308,0.46808510638297873,0.3
0.2,0.0,0.7,0.1,0.10769230769230771,0.06572769953051644,0.2978723404255319,0.3
0.2,0.0,0.8,0.0,0.10290827740492169,0.0575,0.48936170212765956,0.25
0.2,0.1,0.0,0.7,0.16161616161616163,0.10596026490066225,0.3404255319148936,0.8
0.2,0.1,0.1,0.6,0.1626794258373206,0.10493827160493827,0.3617021276595745,0.7
0.2,0.1,0.2,0.5,0.16176470588235298,0.09777777777777778,0.46808510638297873,0.55
0.2,0.1,0.3,0.4,0.15267175572519084,0.11904761904761904,0.2127659574468085,0.55
0.2,0.1,0.4,0.3,0.12716763005780346,0.0873015873015873,0.23404255319148937,0.45
0.2,0.1,0.5,0.2,0.10416666666666666,0.06896551724137931,0.2127659574468085,0.4
0.2,0.1,0.6,0.1,0.09599999999999999,0.052980132450331126,0.5106382978723404,0.3
0.2,0.1,0.7,0.0,0.07600950118764845,0.0427807486631016,0.3404255319148936,0.3
0.2,0.2,0.0,0.6,0.16243654822335024,0.10666666666666667,0.3404255319148936,0.8
0.2,0.2,0.1,0.5,0.1610169491525424,0.10052910052910052,0.40425531914893614,0.65
0.2,0.2,0.2,0.4,0.16190476190476188,0.10429447852760736,0.3617021276595745,0.6
0.2,0.2,0.3,0.3,0.15151515151515152,0.11764705882352941,0.2127659574468085,0.55
0.2,0.2,0.4,0.2,0.11926605504587155,0.07602339181286549,0.2765957446808511,0.45
0.2,0.2,0.5,0.1,0.09316770186335403,0.05454545454545454,0.3191489361702128,0.4
0.2,0.2,0.6,0.0,0.08633093525179857,0.05194805194805195,0.2553191489361702,0.4
0.2,0.3,0.0,0.5,0.16243654822335024,0.10666666666666667,0.3404255319148936,0.8
0.2,0.3,0.1,0.4,0.15841584158415842,0.1032258064516129,0.3404255319148936,0.7
0.2,0.3,0.2,0.3,0.14953271028037382,0.09580838323353294,0.3404255319148936,0.6
0.2,0.3,0.3,0.2,0.14012738853503187,0.1,0.23404255319148937,0.55
0.2,0.3,0.4,0.1,0.10430839002267575,0.0583756345177665,0.48936170212765956,0.45
0.2,0.3,0.5,0.0,0.08670520231213871,0.05016722408026756,0.3191489361702128,0.45
0.2,0.4,0.0,0.4,0.16243654822335024,0.10666666666666667,0.3404255319148936,0.8
0.2,0.4,0.1,0.3,0.15920398009950248,0.1038961038961039,0.3404255319148936,0.7
0.2,0.4,0.2,0.2,0.14342629482071712,0.08823529411764706,0.3829787234042553,0.6
0.2,0.4,0.3,0.1,0.10687022900763357,0.06511627906976744,0.2978723404255319,0.55
